Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2014年7月2日,4.357,28.06,0.607858931,-59.00%,2.005237555,-9.00%,2.351732745,-59.00%,5.766214676,-21.00%
2014年7月3日,4.406,29.14,0.600853793,-60.00%,2.023060662,-8.00%,2.871113351,-45.00%,5.919650008,-18.00%
2014年7月7日,4.225,35.19,1.373173376,41.00%,2.250856111,9.00%,4.541740484,2.00%,5.829777036,-20.00%
2014年7月8日,4.204,31.71,1.571964274,67.00%,2.486727717,27.00%,6.342613193,52.00%,5.718742031,-22.00%
2014年7月9日,4.17,30.83,1.462130938,53.00%,2.759752849,47.00%,6.798932265,64.00%,5.817462054,-20.00%
2014年7月10日,4.12,27.21,1.543211197,63.00%,3.055834192,70.00%,5.736984019,35.00%,5.940203448,-18.00%
2014年7月11日,4.146,27.78,0.602897006,-59.00%,3.061710482,70.00%,5.724250707,34.00%,6.039489873,-16.00%
2014年7月14日,4.147,25.91,0.447154202,-80.00%,3.017798905,67.00%,7.842714743,93.00%,6.117571726,-15.00%
2014年7月15日,4.097,25.64,0.398699887,-86.00%,3.001535418,66.00%,8.012874367,98.00%,6.013307413,-17.00%
2014年7月16日,4.119,25.4,0.29840697,-99.00%,2.87353564,56.00%,7.196721134,75.00%,6.217329451,-13.00%
2014年7月17日,3.954,28.96,1.138927074,10.00%,2.960327359,62.00%,4.723552545,7.00%,6.099604631,-15.00%
2014年7月18日,3.951,22.98,1.334425899,36.00%,3.051450409,69.00%,6.766251965,63.00%,6.223930681,-12.00%
2014年7月21日,3.849,24.97,1.598650431,70.00%,3.272441792,86.00%,8.195479222,103.00%,6.570598425,-6.00%
2014年7月22日,3.772,25.54,1.854778477,104.00%,3.596122385,110.00%,8.436476498,110.00%,7.029181518,3.00%
2014年7月23日,3.762,25.93,1.319728336,34.00%,3.732314215,121.00%,3.972019963,-14.00%,7.098501728,5.00%
2014年7月24日,3.847,30.3,1.078691207,3.00%,3.63108961,113.00%,4.219924781,-7.00%,7.010821582,3.00%
2014年7月25日,3.781,30.15,0.601340103,-60.00%,3.712864872,119.00%,6.861113685,66.00%,7.175828511,6.00%
2014年7月28日,3.747,30.14,0.547649815,-67.00%,3.752968257,122.00%,7.679929194,89.00%,7.372004106,10.00%
2014年7月29日,3.808,32.39,0.56268357,-65.00%,3.582175306,109.00%,5.044136777,16.00%,7.534558938,13.00%
2014年7月30日,3.786,25.91,0.523945341,-70.00%,3.348197957,92.00%,3.324610706,-32.00%,7.696335967,16.00%
2014年7月31日,3.841,27.89,0.493755891,-74.00%,3.138234448,76.00%,0.574971395,-108.00%,7.774341587,18.00%
2014年8月1日,3.798,24.88,0.485355128,-75.00%,2.782480665,49.00%,0.473854912,-111.00%,7.852875956,19.00%
2014年8月4日,3.834,22.63,0.33322857,-95.00%,2.623082584,37.00%,1.240393605,-90.00%,7.989642885,22.00%
2014年8月5日,3.897,23.68,0.618038445,-57.00%,2.427120477,22.00%,1.457611007,-84.00%,7.668834276,16.00%
2014年8月6日,3.933,21.29,0.763865747,-38.00%,2.243909926,9.00%,2.290315206,-61.00%,7.354621915,10.00%
2014年8月7日,3.876,20.51,0.750822269,-40.00%,2.102978151,-2.00%,2.596450618,-52.00%,6.878238523,0.00%
2014年8月8日,3.962,21.46,0.705414261,-46.00%,1.906565821,-17.00%,2.523301845,-54.00%,6.852639221,0.00%
2014年8月11日,3.965,20.72,0.559233475,-65.00%,1.673977165,-34.00%,1.252327657,-90.00%,6.792116703,-1.00%
2014年8月12日,3.974,19.86,0.56749978,-64.00%,1.510425496,-47.00%,1.408645957,-85.00%,6.691320084,-3.00%
2014年8月13日,3.831,29.12,0.913279629,-19.00%,1.202337408,-70.00%,2.075486445,-67.00%,6.43595042,-8.00%
2014年8月14日,3.906,30.01,0.855846528,-26.00%,1.163151617,-73.00%,2.30181356,-61.00%,6.342780798,-10.00%
2014年8月15日,3.776,35.55,1.217548882,21.00%,1.139208797,-75.00%,3.886828833,-17.00%,6.236127852,-12.00%
2014年8月18日,3.792,34.13,1.178243574,16.00%,1.155892765,-73.00%,3.757502324,-20.00%,5.721005552,-22.00%
2014年8月19日,3.877,36.29,0.782250906,-36.00%,1.128428124,-76.00%,2.788273956,-47.00%,4.230559605,-51.00%
2014年8月20日,3.823,36.22,0.786671164,-35.00%,1.085544889,-79.00%,3.064748,-39.00%,3.68111858,-62.00%
2014年8月21日,3.889,35.29,0.71308883,-45.00%,1.092832881,-78.00%,3.431083328,-29.00%,3.436791671,-67.00%
2014年8月22日,3.84,35.67,0.562361023,-65.00%,1.059548687,-81.00%,3.233761802,-35.00%,3.453209888,-66.00%
2014年8月25日,3.937,38.82,0.633263547,-55.00%,1.009615482,-84.00%,1.379286055,-86.00%,3.419393256,-67.00%
2014年8月26日,3.911,32.75,0.678716436,-50.00%,0.995546758,-86.00%,1.195642994,-91.00%,3.38392635,-68.00%
2014年8月27日,3.957,31.69,0.643996522,-54.00%,0.983686712,-86.00%,0.801075518,-102.00%,3.327512137,-69.00%
2014年8月28日,4.044,24.94,1.051338347,-1.00%,1.127718274,-76.00%,2.744548715,-48.00%,3.424248923,-67.00%
2014年8月29日,4.065,24.9,0.963539475,-12.00%,1.229067413,-68.00%,2.809331024,-46.00%,3.375495946,-68.00%
2014年9月2日,3.89,35.55,1.11106133,7.00%,1.202276459,-70.00%,3.057352086,-40.00%,3.192821414,-72.00%
2014年9月3日,3.847,35.2,1.342446602,37.00%,1.220886326,-69.00%,3.604469906,-24.00%,3.619759734,-63.00%
2014年9月4日,3.819,33.92,1.618670566,73.00%,1.252551405,-66.00%,3.756488683,-20.00%,4.497781243,-46.00%
2014年9月5日,3.793,33.47,1.533592488,62.00%,1.306305953,-62.00%,3.926243104,-15.00%,4.998145678,-36.00%
2014年9月8日,3.876,32.66,0.566610978,-64.00%,1.283180457,-64.00%,5.98200939,42.00%,5.095667254,-34.00%
2014年9月9日,3.984,35.98,1.050571045,-1.00%,1.299460767,-63.00%,6.056771731,44.00%,4.946046569,-37.00%
2014年9月10日,3.954,35.79,1.17648847,15.00%,1.284482927,-64.00%,5.982174334,42.00%,4.817534464,-40.00%
2014年9月11日,3.823,37.17,1.165366209,14.00%,1.289705364,-63.00%,4.94440276,13.00%,4.859574753,-39.00%
2014年9月12日,3.857,37.59,0.960868107,-13.00%,1.29344148,-63.00%,3.543436908,-26.00%,4.838876056,-39.00%
2014年9月15日,3.931,31.57,0.958557416,-13.00%,1.231439197,-68.00%,1.503478424,-83.00%,4.765695396,-41.00%
2014年9月16日,3.995,31.53,1.002987537,-7.00%,1.215982721,-69.00%,1.551880611,-81.00%,4.709242839,-42.00%
2014年9月17日,4.013,30.76,1.181575355,16.00%,1.268261338,-65.00%,1.57250487,-81.00%,4.716510737,-42.00%
2014年9月18日,3.91,34.73,0.904061237,-20.00%,1.223740104,-68.00%,1.512976595,-82.00%,4.67155873,-43.00%
2014年9月19日,3.837,34.62,1.001599681,-7.00%,1.252951602,-66.00%,1.479431,-83.00%,4.5606562,-45.00%
2014年9月22日,3.85,30.3,1.148199983,12.00%,1.245583579,-67.00%,1.630975617,-79.00%,4.28571707,-50.00%
2014年9月23日,3.816,30.36,1.129185335,9.00%,1.290045972,-63.00%,1.653369732,-78.00%,4.036671368,-55.00%
2014年9月24日,3.911,27.87,0.616895712,-58.00%,1.290045972,-63.00%,3.066888702,-39.00%,4.115049756,-54.00%
2014年9月25日,3.971,28.54,0.899175622,-21.00%,1.29794547,-63.00%,3.071532379,-39.00%,3.880880833,-58.00%
2014年9月26日,3.984,26.92,1.04263497,-2.00%,1.231112001,-68.00%,3.111007344,-38.00%,3.881500613,-58.00%
2014年9月29日,4.154,34.04,1.75642373,91.00%,1.410711523,-54.00%,5.974109762,41.00%,4.526577645,-46.00%
2014年9月30日,4.121,34.68,1.47895217,55.00%,1.592265159,-41.00%,6.484152255,55.00%,4.704797344,-42.00%
2014年10月1日,4.023,34.16,1.170441148,15.00%,1.604387104,-40.00%,4.91538683,12.00%,4.642659404,-43.00%
2014年10月2日,3.932,35.06,1.3206751,34.00%,1.548848146,-44.00%,3.94832127,-15.00%,4.34264118,-49.00%
2014年10月3日,4.039,37.4,1.241033247,24.00%,1.491105408,-48.00%,3.309524889,-33.00%,4.087824349,-54.00%
2014年10月6日,3.898,43.01,1.263698572,27.00%,1.478804684,-49.00%,1.648270892,-79.00%,3.654731311,-63.00%
2014年10月7日,3.957,41.69,0.850932853,-27.00%,1.473704505,-50.00%,2.640423617,-51.00%,3.76840469,-60.00%
2014年10月8日,3.855,43.1,0.980391922,-10.00%,1.51051045,-47.00%,2.899544548,-44.00%,3.7881182,-60.00%
2014年10月9日,3.845,42.93,1.141570287,11.00%,1.489031466,-48.00%,2.506525101,-55.00%,3.784128507,-60.00%
2014年10月10日,3.859,33.6,0.654707507,-53.00%,1.487480799,-48.00%,3.39765197,-30.00%,4.066238966,-55.00%
2014年10月13日,3.916,35.78,0.685043415,-49.00%,1.490310219,-48.00%,2.897531132,-44.00%,4.279760057,-50.00%
2014年10月14日,3.816,36.09,0.51716798,-71.00%,1.544022951,-44.00%,3.643821555,-23.00%,4.690936613,-42.00%
2014年10月15日,3.8,34.6,0.638099929,-55.00%,1.586482146,-41.00%,3.410524699,-30.00%,4.871109211,-39.00%
2014年10月16日,3.796,29.43,0.717527756,-45.00%,1.650796172,-36.00%,1.084023284,-94.00%,4.969788261,-37.00%
2014年10月17日,3.766,23.93,0.813072395,-32.00%,1.715540967,-31.00%,1.543059078,-82.00%,5.017674828,-36.00%
2014年10月20日,3.67,23.54,0.831169586,-30.00%,1.914112676,-16.00%,1.844439645,-73.00%,5.0221954,-36.00%
2014年10月21日,3.711,22.91,0.802666357,-33.00%,2.013620965,-9.00%,1.152721888,-92.00%,5.033120657,-36.00%
2014年10月22日,3.659,23.47,0.845776141,-28.00%,2.188449314,4.00%,0.710845086,-105.00%,4.890430587,-38.00%
2014年10月23日,3.622,22.89,0.781090315,-36.00%,2.358213269,17.00%,0.355959231,-114.00%,4.932681611,-38.00%
2014年10月24日,3.623,19.51,0.525059997,-70.00%,2.474381301,26.00%,1.87620484,-72.00%,5.165010367,-33.00%
2014年10月27日,3.561,17.49,0.78223802,-36.00%,2.412499025,21.00%,1.803221559,-74.00%,4.273061867,-51.00%
2014年10月28日,3.649,24.64,0.541448723,-67.00%,2.213996085,6.00%,2.132307283,-65.00%,3.892383686,-58.00%
2014年10月29日,3.728,28.34,0.858433737,-26.00%,2.062058726,-5.00%,2.178396395,-64.00%,3.719842566,-61.00%
2014年10月30日,3.827,31.76,1.459336178,52.00%,1.995456347,-10.00%,5.384942846,25.00%,3.968426639,-56.00%
2014年10月31日,3.873,27.26,1.809348524,98.00%,1.785474364,-26.00%,7.456357076,82.00%,5.026380436,-36.00%
2014年11月3日,4.046,34.04,2.147853179,142.00%,1.990059922,-11.00%,9.402307352,136.00%,6.579029907,-6.00%
2014年11月4日,4.129,31.15,2.325246413,165.00%,2.268359474,10.00%,8.302251565,106.00%,8.171126114,25.00%
2014年11月5日,4.194,27.69,2.261755849,157.00%,2.68328122,42.00%,5.143069909,18.00%,9.274593813,47.00%
2014年11月6日,4.404,30.71,2.770315852,223.00%,3.426047465,98.00%,4.920093369,12.00%,11.01118681,81.00%
2014年11月7日,4.412,23.77,2.338547241,167.00%,3.997556501,141.00%,3.36227215,-31.00%,11.60439248,92.00%
2014年11月10日,4.255,40.05,1.790582564,96.00%,4.234517554,158.00%,4.940274775,13.00%,11.58951568,92.00%
2014年11月11日,4.247,41.17,1.409191428,46.00%,4.424223379,173.00%,7.460537996,83.00%,11.2579929,86.00%
2014年11月12日,4.185,43.2,1.444793023,50.00%,4.520444893,180.00%,8.391015063,108.00%,10.9827249,80.00%
2014年11月13日,3.977,54.11,2.23347951,153.00%,4.501352765,179.00%,6.138108201,46.00%,11.11210978,83.00%
2014年11月14日,4.02,48.67,1.84604624,103.00%,4.471127926,176.00%,4.78237462,8.00%,10.95304043,80.00%
2014年11月17日,4.341,63.75,2.175027724,146.00%,4.567862581,184.00%,5.532067957,29.00%,10.92096687,79.00%
2014年11月18日,4.244,65.09,2.168636733,145.00%,4.553951612,183.00%,4.720132667,7.00%,10.75276013,76.00%
2014年11月19日,4.371,61.2,2.586572651,199.00%,4.548556889,182.00%,3.739319517,-21.00%,10.84809652,78.00%
2014年11月20日,4.489,62.98,2.497237193,188.00%,4.544573404,182.00%,4.198296854,-8.00%,10.6133577,73.00%
2014年11月21日,4.266,66.29,1.380823059,42.00%,4.253133072,160.00%,6.746559439,63.00%,9.692579145,55.00%
2014年11月24日,4.151,67.95,1.839893127,102.00%,3.724107478,120.00%,7.042230651,71.00%,8.894259006,40.00%
2014年11月25日,4.282,69.72,1.792439321,96.00%,3.265958193,86.00%,7.24520461,77.00%,7.429286158,11.00%
2014年11月26日,4.355,61.89,1.768525623,93.00%,2.8695764,56.00%,5.718918695,34.00%,6.318138833,-11.00%
2014年11月28日,4.088,73.36,1.522913944,61.00%,2.546927059,31.00%,2.82555226,-46.00%,6.252789442,-12.00%
2014年12月1日,4.007,58.07,2.010557654,124.00%,2.343561601,16.00%,2.488684946,-55.00%,6.211891648,-13.00%
2014年12月2日,3.874,59.22,2.80193653,228.00%,2.583271359,34.00%,6.97517596,69.00%,6.774205967,-2.00%
2014年12月3日,3.805,54.18,3.048490827,260.00%,2.954868904,62.00%,9.413253052,137.00%,7.563072762,14.00%
2014年12月4日,3.649,49.18,2.441881176,181.00%,3.540713559,106.00%,8.691121663,117.00%,7.641566411,15.00%
2014年12月5日,3.802,56.52,1.843100779,102.00%,3.658387565,115.00%,7.244719724,77.00%,7.271014935,8.00%
2014年12月8日,3.595,60.85,1.668047481,80.00%,3.990118918,140.00%,8.465780671,110.00%,7.302289111,9.00%
2014年12月9日,3.652,57.46,1.372152645,41.00%,4.245661265,159.00%,9.513236001,139.00%,7.60064525,14.00%
2014年12月10日,3.706,57.03,1.111823151,7.00%,4.378737233,169.00%,7.185836526,75.00%,7.949847334,21.00%
2014年12月11日,3.634,50.17,1.137235385,10.00%,4.57411298,184.00%,4.587433742,3.00%,8.274222147,28.00%
2014年12月12日,3.795,58.24,1.098928788,5.00%,4.639532204,189.00%,3.481529825,-28.00%,8.724595537,36.00%
2014年12月15日,3.719,56.57,0.900094395,-21.00%,4.749467876,197.00%,2.382926608,-58.00%,9.394125016,49.00%
2014年12月16日,3.619,57.5,1.008829659,-6.00%,4.735737694,196.00%,1.38360292,-86.00%,9.758145932,56.00%
2014年12月17日,3.702,54.66,1.006869366,-7.00%,4.687831635,193.00%,1.311132772,-88.00%,10.02921386,62.00%
2014年12月18日,3.642,49.66,0.983942925,-10.00%,4.484004329,177.00%,1.007766454,-96.00%,9.859851809,58.00%
2014年12月19日,3.464,47.76,1.436143837,49.00%,4.135357088,151.00%,2.995385095,-41.00%,9.399699058,49.00%
2014年12月22日,3.144,67.03,3.191943157,278.00%,4.504963631,179.00%,13.49655728,250.00%,10.82663464,77.00%
2014年12月23日,3.171,66.18,3.680799652,342.00%,4.781399536,200.00%,18.18925783,380.00%,12.81812802,116.00%
2014年12月24日,3.03,67.91,3.600797512,332.00%,4.945123502,212.00%,18.07751548,377.00%,14.26529486,144.00%
2014年12月26日,3.007,57.07,2.589548285,200.00%,4.790683112,200.00%,13.13897462,240.00%,14.46460343,148.00%
2014年12月29日,3.189,73.13,1.190287495,17.00%,4.649920624,190.00%,14.53766682,279.00%,14.62535649,151.00%
2014年12月30日,3.094,73.29,1.156353026,13.00%,4.615876461,187.00%,17.5610619,363.00%,14.84547461,156.00%
2014年12月31日,2.889,73.47,1.572951468,67.00%,4.913440994,210.00%,14.98850756,291.00%,14.47075151,148.00%
2015年1月2日,3.003,81.7,1.59238327,70.00%,5.002158199,216.00%,8.226062189,104.00%,13.74932054,134.00%
2015年1月5日,2.882,80.81,1.880458582,107.00%,5.280407039,237.00%,4.32012009,-5.00%,13.51790952,130.00%
2015年1月6日,2.938,68.21,1.258134619,26.00%,5.270306098,237.00%,4.108290146,-10.00%,13.59180238,131.00%
2015年1月7日,2.871,67.91,0.776430602,-37.00%,5.436494688,249.00%,5.962719849,41.00%,13.94056176,138.00%
2015年1月8日,2.927,66.13,0.745216425,-41.00%,5.43636203,249.00%,7.077408792,72.00%,14.25044436,144.00%
2015年1月9日,2.946,66.31,0.483315549,-75.00%,5.297946784,239.00%,7.840078289,93.00%,14.67894758,152.00%
2015年1月12日,2.795,59.67,0.899377385,-21.00%,5.29337645,238.00%,4.005471441,-13.00%,14.7888456,155.00%
2015年1月13日,2.943,68.31,0.911788397,-19.00%,4.850101079,205.00%,2.45369318,-56.00%,14.87510797,156.00%
2015年1月14日,3.233,75.12,2.277765642,159.00%,4.37584359,169.00%,9.944874612,151.00%,14.88817797,156.00%
2015年1月15日,3.158,75.51,2.523177996,191.00%,3.972165905,139.00%,13.01218624,236.00%,15.03608184,159.00%
2015年1月16日,3.127,70.95,2.535440695,193.00%,3.283785385,87.00%,12.06422113,210.00%,15.0936852,160.00%
2015年1月20日,2.831,91.2,2.356059354,169.00%,2.611933077,36.00%,9.722482745,145.00%,14.94564094,158.00%
2015年1月21日,2.974,94.55,2.286735945,160.00%,2.057586854,-6.00%,1.783761708,-75.00%,14.9508436,158.00%
2015年1月22日,2.835,97.83,2.204557098,150.00%,2.078149108,-4.00%,2.066202038,-67.00%,14.22815714,144.00%
2015年1月23日,2.986,102.29,1.747424986,90.00%,1.967804836,-12.00%,4.175035813,-9.00%,12.52276503,110.00%
2015年1月26日,2.881,99.76,1.057990397,0.00%,1.991439038,-11.00%,7.704948967,89.00%,10.69111527,75.00%
2015年1月27日,2.981,97.43,0.980864761,-10.00%,1.988111542,-11.00%,8.754105703,118.00%,10.25931552,66.00%
2015年1月28日,2.866,81.28,0.984188762,-10.00%,1.85102623,-21.00%,7.884487588,94.00%,10.36744707,68.00%
2015年1月29日,2.719,83.93,1.544601852,63.00%,1.960951555,-13.00%,5.086446509,17.00%,10.28655772,67.00%
2015年1月30日,2.691,83.92,1.714317497,86.00%,2.145512754,1.00%,4.929456395,12.00%,10.30544194,67.00%
2015年2月2日,2.68,67.38,1.867063491,106.00%,2.299290582,13.00%,5.874723199,39.00%,10.36733424,68.00%
2015年2月3日,2.754,62.34,1.064752366,1.00%,2.366244086,18.00%,5.576557908,30.00%,10.42541214,69.00%
2015年2月4日,2.662,59.9,0.511681463,-71.00%,2.516049535,29.00%,7.84670716,93.00%,10.95968137,80.00%
2015年2月5日,2.6,48.42,0.786940201,-35.00%,2.722868296,45.00%,8.314298357,106.00%,10.95131446,80.00%
2015年2月6日,2.579,46.88,0.985652271,-10.00%,2.915644114,59.00%,7.207475293,75.00%,10.77991612,76.00%
2015年2月9日,2.597,39.89,1.019860226,-5.00%,3.042776793,69.00%,3.24540935,-34.00%,10.30013576,67.00%
2015年2月10日,2.677,43.66,0.618005825,-57.00%,3.096641121,73.00%,3.159089804,-37.00%,10.55421605,72.00%
2015年2月11日,2.797,42.06,1.283540105,29.00%,3.074708181,71.00%,3.574986656,-25.00%,10.37039872,68.00%
2015年2月12日,2.713,45.42,1.262062312,27.00%,2.705795044,43.00%,3.822238126,-18.00%,10.02174158,62.00%
2015年2月13日,2.804,48.37,1.229289746,22.00%,2.364166465,18.00%,3.977415165,-14.00%,9.275172937,47.00%
2015年2月17日,2.759,47.52,0.774571882,-37.00%,1.995867235,-10.00%,4.449245877,-1.00%,8.535269616,33.00%
2015年2月18日,2.831,44.29,0.650382288,-53.00%,1.995867235,-10.00%,4.299079954,-5.00%,7.930006405,21.00%
2015年2月19日,2.834,40.62,0.733903754,-42.00%,1.862862009,-20.00%,4.143443765,-9.00%,7.095538411,5.00%
2015年2月20日,2.951,42.11,1.009169322,-6.00%,1.965579352,-12.00%,3.359025578,-31.00%,5.976336117,-17.00%
2015年2月23日,2.879,47.2,1.002404469,-7.00%,1.841002602,-22.00%,2.314748682,-60.00%,5.481097172,-27.00%
2015年2月24日,2.902,45.8,0.711390526,-45.00%,1.860300689,-20.00%,2.428588647,-57.00%,5.607681282,-24.00%
2015年2月25日,2.894,40.85,0.59895509,-60.00%,1.747808965,-29.00%,2.625161158,-52.00%,5.807723167,-21.00%
2015年2月26日,2.697,54.97,1.38436631,43.00%,1.713781415,-31.00%,4.345709376,-4.00%,5.942158225,-18.00%
2015年2月27日,2.734,52.03,1.3875228,43.00%,1.710891319,-32.00%,5.219874455,20.00%,5.796365954,-21.00%
2015年3月2日,2.698,51.81,1.480403188,55.00%,1.707772289,-32.00%,5.979945309,41.00%,5.497069538,-27.00%
2015年3月3日,2.712,49.28,1.185901176,17.00%,1.693572282,-33.00%,5.064736506,16.00%,4.604222381,-44.00%
2015年3月4日,2.769,51.15,0.429140536,-82.00%,1.694444287,-33.00%,6.101615356,45.00%,4.974126349,-37.00%
2015年3月5日,2.841,47.6,0.810775629,-32.00%,1.684008901,-34.00%,6.188817941,47.00%,4.742577539,-41.00%
2015年3月6日,2.839,45.96,0.961287636,-13.00%,1.587352821,-41.00%,5.612578979,31.00%,4.697218382,-42.00%
2015年3月9日,2.678,54.53,1.043543348,-2.00%,1.458610918,-51.00%,4.10783706,-10.00%,4.702994895,-42.00%
2015年3月10日,2.732,56.69,0.996302123,-8.00%,1.30413721,-62.00%,3.548891666,-26.00%,4.701110751,-42.00%
2015年3月11日,2.824,44.7,1.048361922,-1.00%,1.242546485,-67.00%,1.377487039,-86.00%,4.518525797,-46.00%
2015年3月12日,2.734,48.53,0.965900864,-12.00%,1.260787912,-66.00%,0.588109894,-108.00%,4.398692009,-48.00%
2015年3月13日,2.727,47.92,0.750110392,-40.00%,1.250198456,-66.00%,1.741717449,-76.00%,4.346166722,-49.00%
2015年3月16日,2.716,47.93,0.622280708,-57.00%,1.277670565,-64.00%,2.584020025,-53.00%,4.375497839,-49.00%
2015年3月17日,2.855,54.15,0.903447796,-20.00%,1.294550249,-63.00%,2.429883805,-57.00%,4.341390405,-49.00%
2015年3月18日,2.92,53.75,1.303358001,32.00%,1.366349697,-58.00%,3.663130844,-23.00%,4.391826728,-48.00%
2015年3月19日,2.813,58.02,1.225257002,22.00%,1.360788645,-58.00%,4.197348039,-8.00%,4.393053351,-48.00%
2015年3月20日,2.786,47.28,1.081938261,3.00%,1.230965475,-68.00%,3.87390244,-17.00%,4.404047264,-48.00%
2015年3月23日,2.733,47.77,1.003720917,-7.00%,1.195613879,-70.00%,2.30273005,-60.00%,4.404078892,-48.00%
2015年3月24日,2.786,45.16,0.982712817,-10.00%,1.106459731,-77.00%,1.989255974,-69.00%,4.282525661,-50.00%
2015年3月25日,2.723,43.29,0.546359881,-67.00%,1.024784922,-83.00%,3.609040178,-24.00%,4.349210996,-49.00%
2015年3月26日,2.672,44.43,0.680718444,-49.00%,1.050579629,-81.00%,3.295469755,-33.00%,4.25753252,-51.00%
2015年3月27日,2.59,47.09,1.050475093,-1.00%,1.217323587,-69.00%,3.192690822,-36.00%,3.992988479,-56.00%
2015年3月30日,2.644,37.62,1.064894361,1.00%,1.266374402,-65.00%,3.357796412,-31.00%,3.534753699,-65.00%
2015年3月31日,2.64,33.12,0.691108327,-48.00%,1.323092979,-61.00%,3.35324612,-31.00%,3.502773101,-66.00%
2015年4月1日,2.605,29.26,0.464708425,-77.00%,1.41830673,-54.00%,3.695386915,-22.00%,3.443149651,-67.00%
2015年4月2日,2.713,39.37,0.675635168,-50.00%,1.372933624,-57.00%,3.703122565,-22.00%,3.52297222,-65.00%
2015年4月6日,2.65,40,0.555798237,-66.00%,1.349500013,-59.00%,3.249576871,-34.00%,3.712807816,-61.00%
2015年4月7日,2.68,38.75,0.581327859,-62.00%,1.348554208,-59.00%,1.31730092,-88.00%,3.80398572,-60.00%
2015年4月8日,2.619,38.77,0.626880276,-56.00%,1.40176678,-55.00%,1.127418613,-93.00%,3.85128409,-59.00%
2015年4月9日,2.528,41.68,1.003841422,-7.00%,1.504693751,-47.00%,2.584164509,-53.00%,3.82410146,-59.00%
2015年4月10日,2.511,38.89,1.061034816,0.00%,1.652028791,-36.00%,3.487024282,-28.00%,3.877661444,-58.00%
2015年4月13日,2.511,36.23,1.081956894,3.00%,1.771120029,-27.00%,3.49071205,-28.00%,3.94602348,-57.00%
2015年4月14日,2.53,36.9,0.641565835,-54.00%,1.84894336,-21.00%,3.251528943,-34.00%,3.931900806,-57.00%
2015年4月15日,2.61,41.03,0.585681142,-62.00%,1.734364595,-30.00%,3.421219506,-29.00%,4.041201667,-55.00%
2015年4月16日,2.684,37.38,1.080278631,3.00%,1.449885542,-51.00%,3.596448589,-25.00%,3.788509948,-60.00%
2015年4月17日,2.634,36.55,1.027334571,-4.00%,1.318549909,-61.00%,3.521304155,-27.00%,3.587719411,-64.00%
2015年4月20日,2.536,40.66,0.933788156,-16.00%,1.254635686,-66.00%,3.212272159,-35.00%,3.488976834,-66.00%
2015年4月21日,2.575,40.7,0.800956628,-34.00%,1.20696242,-70.00%,2.816787077,-46.00%,3.422128014,-67.00%
2015年4月22日,2.606,35.68,0.800805594,-34.00%,1.040278895,-82.00%,1.815617294,-74.00%,3.361680725,-68.00%
2015年4月23日,2.531,39.58,0.630567744,-56.00%,0.993320413,-86.00%,2.139284658,-65.00%,3.294283052,-70.00%
2015年4月24日,2.531,39.58,0.476806376,-76.00%,0.990350751,-86.00%,2.515612781,-55.00%,3.460211761,-66.00%
2015年4月27日,2.49,40.35,0.635979622,-55.00%,1.060080871,-81.00%,1.935011173,-71.00%,3.365614999,-68.00%
2015年4月28日,2.517,36.23,0.611611641,-58.00%,1.072285297,-80.00%,1.634540758,-79.00%,3.229589966,-71.00%
2015年4月29日,2.606,38.3,0.611611641,-58.00%,1.055841959,-81.00%,0.93785514,-98.00%,3.258932106,-70.00%
2015年4月30日,2.751,47.63,1.495611179,57.00%,1.211293059,-69.00%,5.856560694,38.00%,4.009441667,-56.00%
2015年5月1日,2.776,40.01,1.863237183,105.00%,1.312138119,-62.00%,8.446376399,110.00%,5.418233342,-28.00%
2015年5月4日,2.821,40.04,1.812404458,98.00%,1.531360912,-45.00%,8.877209296,122.00%,6.226825518,-12.00%
2015年5月5日,2.78,42.15,1.173056316,15.00%,1.636167193,-37.00%,7.33147494,79.00%,6.15969236,-14.00%
2015年5月6日,2.776,36.64,0.358553092,-91.00%,1.742451848,-29.00%,8.730299723,118.00%,6.401040422,-9.00%
2015年5月7日,2.734,38.88,0.437353495,-81.00%,1.759072064,-28.00%,10.23887335,160.00%,6.619844656,-5.00%
2015年5月8日,2.88,41.89,0.782753294,-36.00%,1.920732418,-16.00%,8.481126307,111.00%,6.607735158,-5.00%
2015年5月11日,2.802,48.07,0.763931725,-38.00%,1.931303078,-15.00%,4.602172093,3.00%,6.584164148,-5.00%
2015年5月12日,2.897,47.86,0.982702559,-10.00%,2.043537421,-7.00%,3.691093527,-22.00%,6.536604527,-6.00%
2015年5月13日,2.935,40.57,1.146776909,12.00%,2.220496075,7.00%,3.78445098,-19.00%,6.492054603,-7.00%
2015年5月14日,3.008,41.65,1.072092384,2.00%,2.484972883,27.00%,2.431334314,-57.00%,6.489590137,-7.00%
2015年5月15日,3.016,41.52,1.249258212,25.00%,2.692714944,42.00%,2.614944767,-52.00%,6.580239731,-6.00%
2015年5月18日,3.01,39.86,0.766684498,-38.00%,2.76812121,48.00%,2.600157522,-52.00%,6.605016351,-5.00%
2015年5月19日,2.948,42.74,0.548587714,-67.00%,2.768255246,48.00%,4.12551839,-10.00%,6.720775677,-3.00%
2015年5月20日,2.915,42.12,0.64393391,-54.00%,2.741514664,46.00%,4.192790673,-8.00%,6.77488636,-2.00%
