Date,Price,Open,High,Low,Vol.,Change %,log return,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD,Vol2_5D_SD minus Vol_20D_SD,SPX_Price,SPX and HSI 比例,input1 動能差,input 5,SHComp_input 3 Price,SHComp_Vol.,SHComp_Change %,CNH input 2 Price,Change %,input 7 deviation,US10yT_input 4 Price,US10yT_Change %,label 1 N+1到N+5天短期(5D)vol of vol 的標準化平均減 N到N-4短期(5D)vol of vol 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 (Ken)
2014/4/3,22565.08,22666.06,22722.24,22531.24,1.39,0.0018,0.001824835,0.0800286051,-0.9521177431,0.1628710082,0.6647229071,0.4552755521,-1.055835085,0.1560606987,-1.506238077,0.4504029923,1890.9,11.93351314,23.12810493,11.94535153,2043.7,10.86,-0.0074,6.2155,0.0018,-0.0074536808,2.806,0.0185,-0.1230445989,0.0326866432,0.0053802262
2014/4/4,22510.08,22476.25,22595.71,22452.64,1.5,-0.0024,-0.0024403697,0.0918407942,-0.2895437781,0.1629559179,0.5974139675,0.1459066847,-1.372711259,0.1490631264,-1.42933888,0.0566276217,1888.77,11.9178513,29.58161701,11.94222058,2058.83,8.32,0.0074,6.216,0.0001,0.0073759698,2.801,-0.0018,0.6280027799,0.0358097658,0.0331484945
2014/4/7,22377.15,22416.47,22485.24,22326.41,1.36,-0.0059,-0.00592286,0.1158258021,1.459445755,0.151391713,-0.590063894,0.2061719932,-0.7995214508,0.1504428121,-1.262222988,0.462701537,1865.09,11.99789286,-149.2847188,11.95691312,2098.88,8.99,-0.003,6.2102,-0.0009,0.0192660088,2.726,-0.0268,1.328572653,0.0175687974,0.0365235166
2014/4/8,22596.97,22390.14,22625.21,22329.99,2.24,0.0098,0.0097754776,0.0947440516,-0.1244223739,0.1551187721,-0.2479119767,0.2066403306,-0.592552273,0.1458589279,-1.195978405,0.603426132,1845.04,12.24741469,-460.3777519,12.00848328,2098.28,13.34,0.0192,6.1917,-0.003,-0.0002859076,2.701,-0.0072,2.002298065,0.0605572846,0.058937664
2014/4/9,22843.17,22725.43,22933.33,22721.19,2.26,0.0109,0.0108363403,0.117122158,1.069039455,0.1446055688,-1.32489257,0.2555549357,0.0138134942,0.1503328266,-1.030110261,1.043923755,1851.96,12.33459146,-161.4478903,12.08625269,2105.24,10.53,0.0033,6.1913,-0.0001,0.0033115134,2.683,-0.0067,1.742064883,0.0516415827,0.0688514585
2014/4/10,23186.96,22949.79,23224.54,22734.39,2.71,0.0151,0.0149378849,0.1440434353,1.489599853,0.147517837,-0.9916512394,0.3338611717,1.488124321,0.1521889776,-0.9158124177,2.403936739,1872.18,12.38500572,-94.38456068,12.17655121,2134.3,15.68,0.0138,6.2107,0.0031,0.0137092492,2.693,0.0037,1.037237563,0.0217110257,0.0530392128
2014/4/11,23003.64,23150.8,23194.15,22946.21,2.21,-0.0079,-0.0079375874,0.166517353,1.393248556,0.1452306168,-1.166557201,0.4428436037,1.529852403,0.1565489325,-0.775171984,2.305024387,1833.08,12.54917407,-300.9337235,12.30281576,2130.54,13.18,-0.0018,6.21,-0.0001,-0.0017632554,2.647,-0.0171,0.4220223812,-0.0093040745,0.0295627185
2014/4/14,23038.8,22911.82,23090.94,22911.82,1.33,0.0015,0.0015272869,0.1445459991,0.4009890677,0.1434809838,-1.338545964,0.4414658554,0.9854896794,0.1569621139,-0.6995692617,1.685058941,1815.69,12.6887299,-253.390137,12.44098317,2131.54,10.21,0.0005,6.2231,0.0021,0.0004692545,2.628,-0.0072,0.1033613326,0.0092065473,0.020357947
2014/4/15,22671.26,23054.35,23054.35,22658.27,1.51,-0.016,-0.0160817081,0.2042777357,1.507045683,0.1592209189,0.1902918529,0.5158942736,1.148491314,0.1513129534,-0.7390814737,1.887572787,1830.61,12.38453849,556.8558502,12.46840793,2101.6,10.75,-0.014,6.2248,0.0003,-0.0141457638,2.65,0.018,-0.3438585508,-0.0749354379,-0.0259590384
2014/4/16,22696.01,22686.21,22866.56,22627.51,1.21,0.0011,0.0010910951,0.1844341802,0.6021032652,0.1588799207,0.0810475532,0.4131525777,-0.2484398752,0.1428138042,-0.8778273536,0.6293874783,1842.98,12.31484335,128.4467411,12.46445831,2105.12,8.94,0.0017,6.2252,0.0001,0.0016735132,2.63,-0.0075,-0.570518008,-0.0667905313,-0.0511200917
2014/4/17,22760.24,22858.79,22858.79,22657.95,1.04,0.0028,0.0028260159,0.1289970373,-1.219424442,0.1389559873,-1.887736208,0.4785093631,0.5079471263,0.1564358688,-0.5048522341,1.01279936,1862.31,12.22150985,173.815922,12.43175913,2098.88,8.99,-0.003,6.2238,-0.0002,-0.0029686035,2.635,0.0019,-0.7040336148,-0.0151162784,-0.0518737022
2014/4/22,22730.68,22718.69,22808.3,22644.43,1.18,-0.0013,-0.0012996002,0.1238114402,-0.942080602,0.1363255115,-1.854324078,0.5628369197,1.356340157,0.1736295472,0.1416648376,1.214675319,1871.89,12.14317081,146.6420643,12.35055848,2072.83,9.87,0.0034,6.2378,0.0015,-0.0124890458,2.721,0.0326,-0.8045913222,0.001687814,-0.0317140242
2014/4/23,22509.64,22855.26,22855.26,22495.59,1.47,-0.0097,-0.0097718919,0.1272423388,-0.7018876344,0.1295429673,-2.095673937,0.5995781647,1.177195567,0.1891353505,0.9001538829,0.2770416838,1879.55,11.97607938,314.0566884,12.20802837,2067.38,7.85,-0.0026,6.2385,0.0001,-0.0026327182,2.711,-0.0015,-0.8167693608,0.0119845741,-0.0145256335
2014/4/24,22562.8,22527.38,22575.5,22461.1,1.25,0.0024,0.0023588705,0.0822264925,-1.295577139,0.1270893883,-1.98891851,0.577302732,0.6534354836,0.2009787755,1.519942955,-0.8665074714,1875.39,12.03099089,-102.9804902,12.13731885,2057.03,7.82,-0.005,6.2523,0.0022,-0.0050189102,2.693,-0.0066,-0.707765403,0.081224668,0.0341088627
2014/4/25,22223.53,22524.56,22548.52,22213.74,1.5,-0.015,-0.0151508949,0.1259409359,0.4171788269,0.1389302358,-0.9695228603,0.3157287435,-1.643990531,0.1905780148,1.300484739,-2.94447527,1878.61,11.82977308,378.0097907,12.0403048,2036.52,9.3,-0.01,6.2577,0.0009,-0.0100207261,2.682,-0.0041,-0.074161623,0.0513162331,0.05961352
2014/4/28,22132.53,22122.38,22202.27,22096.95,1.2,-0.0041,-0.0041031655,0.1101825868,-0.1950281607,0.139563066,-0.8318145858,0.301016332,-1.139808103,0.1919658707,1.506159616,-2.645967719,1863.4,11.87749812,-88.9308485,11.97150245,2003.49,8.98,-0.0162,6.2515,-0.001,-0.016351809,2.666,-0.006,0.1419570356,0.0858308831,0.082132711
2014/4/29,22453.89,22172.08,22474.19,22099.2,1.65,0.0145,0.0144154012,0.1819039174,1.550747803,0.1438195547,-0.4096996264,0.577396445,0.6800393727,0.1843720002,1.158306028,-0.4782666553,1869.43,12.01108894,-249.7386863,11.94508608,2020.34,7.62,0.0084,6.2587,0.0012,0.0083751543,2.708,0.013,0.0070893691,0.0085418929,0.064946556
2014/4/30,22133.97,22466.04,22466.04,22097.36,1.81,-0.0142,-0.0143503407,0.1958806321,1.174936542,0.1530305325,0.4115945034,0.7654455184,1.308011261,0.1816901698,0.9215271765,0.3864840847,1878.33,11.78385587,426.8186916,11.90664138,2026.36,7.45,0.003,6.2525,-0.001,0.002975266,2.697,-0.0041,-0.2395176718,-0.0172514607,0.0394022584
2014/5/2,22260.67,22194.66,22312.71,22150.35,1.15,0.0057,0.0057079118,0.2033477305,0.9385175376,0.1464366201,-0.093268375,0.6748285343,0.7033994422,0.1721995862,0.3636227174,0.3397767248,1883.68,11.81764949,-63.65637108,11.8639731,2050.73,9.72,-0.001,6.2545,0.0003,0.0119547473,2.646,-0.0189,-0.3147777478,-0.0258202648,0.0140763052
2014/5/5,21976.33,22195.8,22284.56,21873.87,1.05,-0.0128,-0.0128554792,0.194970978,0.46272392,0.1520906808,0.5135786118,0.60770146,0.128477714,0.1618980007,-0.2114601973,0.3399379113,1881.14,11.68245319,254.3231703,11.83450912,2027.35,7.99,0.0005,6.2435,-0.0018,-0.0114663058,2.586,-0.0103,-0.5886848596,-0.0240990509,-0.0063852418
2014/5/7,21746.26,21904.52,21923.15,21680.33,1.55,-0.0105,-0.0105241763,0.2039640912,0.8928385283,0.1550875813,0.8898761409,0.1413606132,-1.706970039,0.1538411567,-0.6482143215,-1.058755717,1867.72,11.64321204,73.29147815,11.78765191,2010.08,7.44,-0.0089,6.234,0.0019,-0.0085549993,2.606,0.0077,0.0529285689,-0.0524678329,-0.0445172115
2014/5/8,21837.12,21804.65,21929.43,21738.15,1.4,0.0042,0.0041694853,0.1540656194,-1.753014792,0.1565209465,1.126976718,0.3294425286,-0.6705997435,0.1461974667,-1.052654543,0.3820547992,1878.21,11.62655933,31.27729435,11.71074599,2015.27,7.79,0.0026,6.2322,-0.0003,0.0025786592,2.59,-0.0012,0.7867149141,-0.0126539169,-0.0490341078
2014/5/9,21862.99,21819.94,21925.39,21705.12,1.11,0.0012,0.0011839789,0.1367974376,-1.344317671,0.1558997253,1.014289651,0.4939741562,0.2057917512,0.1491895706,-0.8830870419,1.088878793,1875.63,11.6563448,-55.86652307,11.68524377,2011.13,7.62,-0.0021,6.2351,0.0005,-0.0020564283,2.611,0.0081,1.212200258,-0.0002604862,-0.04209222
2014/5/12,22261.61,21921.59,22399.64,21796.9,1.66,0.0182,0.0180684174,0.1978392022,0.6747069381,0.1660643162,1.874207389,0.477894628,0.3770630208,0.1621973965,-0.2261376733,0.6032006941,1878.48,11.85086346,-365.3994173,11.69188657,2052.87,11.57,0.0208,6.2425,0.0012,0.0205420609,2.623,0.0046,1.074611264,-0.0860139823,-0.0657022458
2014/5/13,22352.38,22436.24,22436.24,22286.46,1.14,0.0041,0.0040691328,0.1616932851,-0.3171610369,0.1614774023,1.281947186,0.4594083357,0.5314103998,0.169886059,0.154153516,0.3772568838,1896.65,11.78518968,124.5601891,11.71243386,2050.73,9.72,-0.001,6.2355,-0.0011,-0.0010429867,2.661,0.0109,0.5690334088,-0.0671317818,-0.0763104238
2014/5/14,22582.77,22484.49,22664.37,22365.23,1.93,0.0103,0.0102544231,0.1070857476,-1.331992622,0.1560788484,0.7266404101,0.5292784594,0.9339351677,0.1724243169,0.2465130771,0.6874220906,1897.45,11.90164168,-220.9618483,11.76411979,2047.91,7.2,-0.0014,6.2263,-0.0015,-0.0013760664,2.611,-0.0188,-0.3007797471,-0.0225817478,-0.0669922586
2014/5/15,22730.86,22726.59,22792.63,22610.01,1.17,0.0066,0.0065362465,0.10364284,-0.9576744961,0.1563953925,0.6962937637,0.626060428,1.647692866,0.1744288097,0.3147493277,1.332943538,1888.53,12.0362716,-254.2526438,11.84606224,2024.97,7.58,-0.0112,6.2306,0.0007,-0.0112648753,2.548,-0.0241,-1.172941787,-0.0297484366,-0.0675172991
2014/5/16,22712.91,22645.52,22718.07,22555.59,1.17,-0.0008,-0.0007899873,0.1124236817,-0.57967049,0.15619422,0.6174874149,0.6603515186,1.230998963,0.1751766212,0.3087518503,0.9222471127,1870.85,12.1404228,-194.8512818,11.94287784,2026.5,6.64,0.0008,6.2326,0.0003,0.0007552815,2.496,-0.0204,-1.879950598,-0.0516496034,-0.075762873
2014/5/19,22704.5,22751.24,22751.24,22555.97,0.99151,-0.0004,-0.0003703426,0.0742805451,-1.189320419,0.1452635064,-0.315994287,0.5011292388,-0.6372183747,0.1717498994,0.0440752481,-0.6812936228,1877.86,12.09062443,93.51436385,11.99083004,2005.18,6.53,-0.0105,6.2375,0.0008,-0.0105763348,2.523,0.0108,-1.772091868,-0.019169271,-0.0567139459
2014/5/20,22834.68,22758.02,22914.17,22758.02,1.38,0.0057,0.0057172902,0.0753747022,-1.049134646,0.146615322,-0.1377305285,0.2903164304,-1.593546188,0.1675580266,-0.3203603456,-1.273185843,1885.08,12.1133745,-42.88569159,12.056467,2008.12,6.13,0.0015,6.2372,0,0.0014651287,2.545,0.0094,-1.270322246,-0.0277901524,-0.0469769535
2014/5/21,22836.52,22715.58,22883.5,22649.66,1.5,0.0001,8.057594287E-005,0.0567982302,-1.208811551,0.1463126658,-0.2053018328,0.3638412109,-0.7742254058,0.1642535589,-0.5848598981,-0.1893655078,1872.83,12.19358938,-150.2288376,12.11485654,2024.95,6.18,0.0084,6.2329,-0.0007,0.0083460479,2.514,-0.0122,-0.9679853361,-0.0105991066,-0.0383048763
2014/5/22,22953.76,22942.27,23053.28,22884.52,1.85,0.0051,0.0051207486,0.0505948578,-0.9670455566,0.1472309592,-0.1759138838,0.3824730049,-0.3948247218,0.1580320491,-0.9393902961,0.5445655743,1888.03,12.15751868,68.10255859,12.13910596,2021.29,7.47,-0.0018,6.2326,0,-0.0018090874,2.534,0.008,-0.6394870172,-0.0040146326,-0.0273141782
2014/5/23,22965.86,23010.45,23010.45,22922.35,1.33,0.0005,0.0005270079,0.0468220564,-1.047451987,0.1421632864,-0.8265298186,0.2114478602,-1.278837881,0.1430848686,-1.71067339,0.4318355089,1892.49,12.13526095,42.12253333,12.13807359,2034.57,6.35,0.0066,6.2348,0.0004,0.0065485729,2.554,0.0079,0.0885565214,0.0015338043,-0.0124182176
2014/5/26,22963.18,23055.47,23086.98,22898.78,0.92174,-0.0001,-0.0001167018,0.0459665237,-0.7554111805,0.1421217727,-1.09276839,0.1921713832,-1.112206119,0.1197458732,-2.636510247,1.524304128,1900.53,12.08251383,100.2474981,12.13645147,2041.48,7.03,0.0034,6.2365,0.0003,0.0033905407,2.536,-0.007,0.7555706795,0.0087215151,-0.0004232352
2014/5/27,22944.3,22953.12,22984.46,22886.46,0.88617,-0.0008,-0.000822524,0.0377410811,-1.413268041,0.1291998465,-2.41449936,0.1105665855,-1.209654666,0.1359538432,-1.532746735,0.323092069,1900.53,12.07257975,18.88,12.12829252,2034.57,6.76,-0.0034,6.2549,0.003,-0.0033905407,2.541,0.0021,1.219660051,0.0291607156,0.0193172469
2014/5/28,23080.03,23023.82,23204.94,22949.86,1.88,0.0059,0.0058982018,0.0498710987,0.7174258755,0.1282224138,-2.197575043,0.0812499241,-0.9707014322,0.1523385368,-0.5220061427,-0.4486952895,1911.91,12.07171363,1.655957601,12.10391737,2050.23,8.13,0.0077,6.2645,0.0015,0.0076674876,2.518,-0.0091,1.651363983,0.0257963411,0.0294683163
2014/5/29,23010.14,23103.31,23209.26,22968.1,1.66,-0.003,-0.0030327531,0.0525003661,1.06139231,0.1207271192,-2.386498504,0.0885434373,-0.7948507148,0.1824557727,1.351276429,-2.146127144,1909.78,12.04858151,44.17724998,12.08212993,2040.6,8.12,-0.0047,6.2471,-0.0028,-0.0047080997,2.445,-0.029,1.99620435,0.0337643524,0.0396844933
2014/5/30,23081.65,23074.79,23178.6,22993.71,2.14,0.0031,0.0031029412,0.0557002341,1.060634891,0.105843968,-2.698420592,0.109923135,-0.1484570315,0.2350411781,3.145562647,-3.294019679,1920.03,12.02150487,51.9879605,12.05937872,2039.21,7.51,-0.0007,6.2475,0.0001,-0.0006814043,2.47,0.0102,1.592117406,0.042974026,0.0503183994
2014/6/3,23291.04,23327.51,23327.51,23134.34,1.87,0.0091,0.0090308077,0.0776274142,1.580684771,0.1079834239,-2.105544153,0.2303756585,1.747876926,0.2705979192,3.092200288,-1.344323362,1924.97,12.09943012,-150.0037659,12.06276198,2038.31,7.16,-0.0004,6.2508,-0.0008,-0.0004414448,2.475,0.002,0.3712630334,0.0286189648,0.0515583402
2014/6/4,23151.71,23284.17,23284.17,23110.85,1.1,-0.006,-0.0060000934,0.0988098707,1.522852449,0.0974854953,-2.203900408,0.3326159216,1.494683711,0.3144714671,2.984038467,-1.489354756,1924.24,12.03161248,130.497416,12.05456852,2024.83,7.24,-0.0066,6.2542,0.0005,-0.0066352867,2.599,0.0285,-0.6792925062,0.0088590884,0.0407671623
2014/6/5,23109.66,23142.66,23178.08,23052.43,1.14,-0.0018,-0.001817932,0.0936993139,0.8500390322,0.0861762273,-2.240691617,0.3367458627,0.9913422016,0.3650195147,2.860870002,-1.8695278,1927.88,11.98708426,85.84506943,12.03764265,2040.88,6.79,0.0079,6.2544,0,0.007895341,2.606,0.0027,-1.505756079,0.0171047869,0.035136661
2014/6/6,22951,23231.32,23231.32,22950.67,1.79,-0.0069,-0.0068892034,0.1054867595,0.963837314,0.0929303752,-1.690935833,0.3165891562,0.5293251283,0.3904370162,2.508753178,-1.97942805,1940.46,11.82760789,309.45752,11.99344792,2029.96,6.6,-0.0054,6.2447,-0.0016,-0.005364999,2.584,-0.0084,-1.855635505,0.0024458681,0.0216679092
2014/6/9,23117.47,23086.94,23159.6,23053.38,1.18,0.0073,0.0072271002,0.117747942,1.287445127,0.0942721561,-1.450941029,0.2351830833,-1.038510902,0.4066247017,2.206688911,-3.245199813,1949.44,11.85851834,-60.25808118,11.96085062,2030.5,6.48,0.0003,6.2276,-0.0027,0.0002659797,2.597,0.005,-1.255265102,-0.0160909382,0.0029827438
2014/6/10,23315.74,23206.2,23360.25,23061.25,1.73,0.0086,0.0085400602,0.115488009,0.8903060688,0.0785458498,-1.807958568,0.1647819029,-1.49631189,0.4259888589,2.020234225,-3.516546116,1951.27,11.94900757,-176.5689114,11.93076611,2052.53,7.96,0.0108,6.2157,-0.0019,0.0107911104,2.608,0.0057,-0.018954294,-0.0235789696,-0.0143373396
2014/6/11,23257.29,23281.14,23281.14,23168.14,1.31,-0.0025,-0.0025100377,0.1059227707,-0.1826279097,0.0800525385,-1.560998089,0.1517833736,-1.05375561,0.4366586278,1.817227309,-2.870982918,1950.79,11.92198545,52.71447637,11.9088407,2054.95,7.44,0.0012,6.222,0.001,0.0011783382,2.64,0.0123,0.916963276,-0.0221232903,-0.0238694786
2014/6/12,23175.02,23127.82,23237.76,23065.5,1.26,-0.0035,-0.0035436568,0.1093750224,-0.2563604313,0.0760283891,-1.520551365,0.0884922636,-1.178932029,0.4484995431,1.671051389,-2.849983418,1943.89,11.92198118,0.0083003809,11.89582009,2051.71,8.17,-0.0016,6.2124,-0.0015,-0.001577925,2.64,0,1.548101673,-0.0353874784,-0.0368165567
2014/6/13,23319.17,23099.87,23397.77,23099.87,1.56,0.0062,0.0062007946,0.0911293941,-1.598690384,0.075730378,-1.381681617,0.1668509836,0.1041038423,0.4506620725,1.490172163,-1.38606832,1930.11,12.0817829,-308.4349007,11.94665509,2070.71,9.72,0.0093,6.2121,0,0.0092179519,2.597,-0.0163,1.848635196,-0.0292571256,-0.0460603591
2014/6/16,23300.67,23299.04,23340.42,23232.56,1.22,-0.0008,-0.0007936536,0.086369823,-1.234293245,0.0757317067,-1.260074784,0.1966116834,1.073287243,0.4434540518,1.281389106,-0.2081018628,1936.16,12.03447546,91.59478657,11.98184651,2085.98,9.59,0.0074,6.2195,0.0012,0.0073472252,2.608,0.0042,1.545444157,-0.0185556077,-0.0338427885
2014/6/17,23203.59,23237.63,23242.69,23127.02,1.36,-0.0042,-0.0041751074,0.066748187,-1.473813349,0.0779999735,-1.070107933,0.2710086399,1.441053331,0.4386369458,1.121345403,0.319707928,1937.78,11.97431597,116.5758502,11.98690819,2066.7,8.78,-0.0092,6.232,0.002,-0.0092856365,2.597,-0.0021,0.9639201228,0.0133487602,-0.0118120923
2014/6/18,23181.72,23128.22,23299.36,23128.22,1.3,-0.0009,-0.000942971,0.0653749758,-1.004895557,0.0763211039,-1.032365391,0.2910550676,1.07739292,0.4264437797,0.9299446541,0.1474482662,1941.99,11.93709545,72.28187023,11.98993019,2055.52,8.72,-0.0054,6.2258,-0.001,-0.005424275,2.653,0.0216,0.5448895214,0.0273446351,0.0089201305
2014/6/19,23167.73,23264.92,23300.31,23122.75,1.42,-0.0006,-0.0006036749,0.0603153403,-0.9914440096,0.0764397577,-0.9425116374,0.218912519,-0.1935142767,0.4062573987,0.6957086191,-0.8892228958,1956.98,11.83851138,192.9270608,11.97323623,2023.73,9.29,-0.0155,6.2297,0.0006,-0.015586514,2.59,-0.0237,0.6280154076,0.0560320352,0.0423598315
2014/6/20,23194.06,23199.18,23285.52,23157.86,1.34,0.0011,0.0011358493,0.0305530168,-1.556509588,0.074685568,-0.938713954,0.3194183403,1.181550173,0.3762254775,0.390429377,0.791120796,1959.48,11.83684447,3.266278449,11.92424855,2026.67,6.72,0.0015,6.2277,-0.0003,0.0014517087,2.621,0.012,-0.0237557778,0.115367838,0.0840485862
2014/6/23,22804.81,23165.26,23393.81,22802.1,2.01,-0.0168,-0.0169247328,0.1160795569,1.569810158,0.0970181501,0.1105844863,0.4880771981,1.669130195,0.3362450423,-0.0161113111,1.685241506,1962.87,11.61809493,429.3769027,11.84097244,2024.37,7.05,-0.0011,6.2236,-0.0007,-0.001135511,2.608,-0.005,-0.6202545942,0.0269903185,0.07525566
2014/6/24,22880.64,22915.92,22946.1,22832.91,1.45,0.0033,0.0033196595,0.1281618462,1.177259525,0.0978914989,0.3007834564,0.6481209969,1.47079838,0.2864325052,-0.5815378546,2.052336235,1962.61,11.65827138,-78.85070468,11.77776352,2033.93,7.12,0.0047,6.2322,0.0014,0.004711341,2.626,0.0055,-1.035630294,0.0158209794,0.0638858784
2014/6/25,22866.7,22935.06,22938.7,22829.29,1.08,-0.0006,-0.0006094344,0.1284882945,0.8000141079,0.0978758708,0.4382536655,0.7097502952,1.113388443,0.2527502105,-1.06468636,2.178074803,1949.98,11.72663309,-133.3039676,11.73567105,2025.5,6.75,-0.0041,6.228,-0.0007,-0.0041532984,2.577,-0.0187,-1.345208859,0.01644154,0.0522102236
2014/6/26,23197.83,22947.84,23203.48,22926.04,1.29,0.0145,0.014377036,0.1784541631,1.158046825,0.1088585506,1.351451849,0.8513599511,1.207532907,0.2223408359,-1.539824992,2.747357899,1959.53,11.83846637,-219.140654,11.73566205,2038.68,8.1,0.0065,6.2251,-0.0005,0.0064859559,2.561,-0.0062,-2.105341465,-0.0470375378,0.0150692498
2014/6/27,23221.52,23188.48,23272.1,23111.03,1.19,0.001,0.0010206951,0.1784204133,1.079663387,0.1081838564,1.477179441,0.4778475434,-0.9998594233,0.2029058843,-1.819101717,0.8192422936,1957.22,11.86454257,-51.03685731,11.74120167,2036.51,9.76,-0.0011,6.215,-0.0016,-0.0010649811,2.532,-0.0113,-1.819172069,-0.0601627166,-0.0276631581
2014/6/30,23190.72,23273.19,23346.23,22960.08,1.48,-0.0013,-0.0013272363,0.1018246596,-1.211295215,0.1078894123,1.429737137,0.5405350354,-0.717520935,0.2052340367,-1.723355594,1.005834659,1960.96,11.82620757,75.17338919,11.7828242,2048.33,9.67,0.0058,6.2053,-0.0016,0.0057872685,2.536,0.0016,-1.433981621,0.0180563995,-0.0231888162
2014/7/2,23549.62,23326.53,23576.35,23293.82,1.94,0.0155,0.0153574858,0.1327265974,-0.3349150373,0.1167068413,1.959319586,0.5335295915,-0.5763350696,0.217666927,-1.491164196,0.914829126,1973.32,11.93400969,-212.7280744,11.83797186,2059.42,10.96,0.0044,6.2165,0.002,0.0053995628,2.532,0.0006,-1.090793605,-0.0172510736,-0.0285073018
2014/7/3,23531.44,23553.6,23591.47,23482.9,1.07,-0.0008,-0.0007722851,0.133223339,-0.3533853557,0.1142638603,1.606203619,0.5258702754,-0.3985088571,0.2330841074,-1.227537514,0.8290286566,1974.62,11.91694605,33.6942126,11.87603445,2063.23,12.29,0.0019,6.2114,-0.0008,0.0018483262,2.628,0.0238,-0.9245107912,-0.0207869984,-0.0324934939
2014/7/4,23546.36,23609.32,23626.14,23508.27,1.12,0.0006,0.0006338444,0.1108881171,-0.6928587966,0.1138456659,1.403835763,0.4703410954,-1.192082944,0.2463108439,-0.9961711045,-0.1959118391,1985.44,11.85951729,114.0213562,11.88024463,2059.37,10.5,-0.0019,6.2068,-0.0007,-0.0018726052,2.641,0.0049,-0.408738071,0.0027152033,-0.0178133049
2014/7/7,23540.92,23581.4,23592.38,23435.24,0.91191,-0.0002,-0.0002310603,0.1126257703,-0.4009038038,0.1101696135,1.075273929,0.2230062629,-1.75042204,0.2545781308,-0.8298783547,-0.9205436849,1985.44,11.85677734,5.44,11.87869159,2059.93,9.72,0.0003,6.2023,-0.0007,0.0002718909,2.719,-0.002,0.1010343315,0.0041426928,-0.0014892335
2014/7/8,23541.38,23555.31,23555.66,23455.13,1.11,0,1.954025186E-005,0.1099414717,-0.8287797319,0.1079479422,0.8750992314,0.1903835868,-1.178219822,0.2601058958,-0.6992902022,-0.4789296195,1977.65,11.903714,-92.82429547,11.89419287,2064.02,9.51,0.002,6.2038,0.0002,0.0019835359,2.614,-0.0164,0.631800053,0.012180866,0.0022412786
2014/7/9,23176.07,23408.05,23408.05,23126.68,1.55,-0.0155,-0.0156394429,0.110698921,-0.4791045588,0.118846679,1.373696815,0.1582665361,-0.9075284393,0.2683581689,-0.5451695412,-0.3623588981,1963.71,11.80218566,199.3722268,11.86782807,2038.61,11.33,-0.0123,6.1963,-0.0012,-0.0123873344,2.559,-0.021,1.231467883,-0.0040730964,-0.0088496993
2014/7/10,23238.99,23281.45,23281.45,23182.06,1.1,0.0027,0.0027111907,0.118027423,1.706533005,0.1190041702,1.241967673,0.052009355,-1.07899209,0.2739410737,-0.4174577291,-0.6615343607,1972.83,11.77951978,44.71593321,11.84034281,2038.34,9.79,-0.0001,6.2034,0.0011,-0.000132452,2.556,-0.0012,1.837857035,-0.0270183033,-0.0214272209
2014/7/11,23233.45,23155.69,23307.54,23146.99,1.12,-0.0002,-0.0002384209,0.1167230159,0.8643717969,0.1182894768,1.090135635,0.0572943621,-1.012835193,0.2709175298,-0.3759745783,-0.6368606151,1964.68,11.82556447,-90.46308618,11.83355225,2046.96,10.51,0.0042,6.2038,0.0001,0.0042200146,2.538,-0.007,2.174472366,-0.0384955801,-0.0353758846
2014/7/14,23346.67,23310.16,23459.48,23273.41,1.06,0.0049,0.0048613109,0.1284514842,1.569898757,0.1174698134,0.9498735809,0.1181364143,0.0478773571,0.2623459114,-0.3974659415,0.4453432986,1967.57,11.86573794,-79.04411869,11.83534437,2066.65,11.51,0.0096,6.2091,0.0009,0.0095731731,2.516,-0.0087,1.841856077,-0.0651048429,-0.0534218219
2014/7/15,23459.96,23482.84,23496.57,23398.25,1.05,0.0049,0.0048407767,0.1367108446,1.408190357,0.1186243615,0.9348232187,0.1644560097,1.014909899,0.2497566798,-0.4793892313,1.49429913,1977.1,11.86584391,-0.209517425,11.82777035,2070.36,12.45,0.0018,6.2154,0.001,0.0017935664,2.547,0.0094,0.9814840321,-0.0747766835,-0.0601881766
2014/7/16,23523.28,23490.43,23562.32,23430.14,0.95953,0.0027,0.0026954309,0.0332163551,-1.754525249,0.1176584717,0.7964484688,0.6641906127,1.759617342,0.2343746881,-0.6288864036,2.388503745,1973.28,11.92090327,-108.6475237,11.85151387,2067.28,13.71,-0.0015,6.2076,-0.0013,-0.0014887717,2.552,0.002,0.1178677387,0.0490393877,-0.0243700817
2014/7/17,23520.87,23583.35,23583.35,23421.99,1.09,-0.0001,-0.0001024569,0.0399438986,-1.016263894,0.117542073,0.7251254377,0.7976621611,1.272470437,0.2097588234,-0.9956970342,2.268167471,1981.57,11.86981535,101.2342881,11.86957299,2055.59,10.45,-0.0057,6.2069,-0.0001,-0.0056708222,2.53,-0.0086,-0.6514940435,0.0605977928,0.0095325717
