Date,PX_Last,VOLATILITY_10D,log return,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD,PX_LAST,v1,v2,v3,v4
2015年7月28日 星期二,24503.94,20.94,0.006221582,0.215183673,1.26,0.328770576,0.61,0.820018898,1.31,2.477061329,0.81,24346,0.33,-1.4133,-0.042792003,0.0222035838
2015年7月29日 星期三,24619.45,20.99,0.00470286,0.228994293,1,0.326078818,0.48,0.862065147,0.99,2.474902459,0.73,24469,0.06,-1.5344,-0.0846611524,-0.0302025024
2015年7月30日 星期四,24497.98,19.61,-0.004946116,0.215839739,0.45,0.325701191,0.4,0.696911196,0.09,2.473945206,0.65,24609,0.44,-1.1754,-0.0965716824,-0.0769054086
2015年7月31日 星期五,24636.28,20.23,0.005629488,0.227186864,1.07,0.326730291,0.33,0.110424795,-1.96,2.471221996,0.58,24657,1.21,-1.847,-0.1339895094,-0.1265806642
2015年8月3日 星期一,24411.42,19.72,-0.009169098,0.100364824,-1.99,0.308906168,-0.38,0.776310508,0.44,2.525579777,0.61,24526,2.62,1.2259,-0.0129070698,-0.1100561244
2015年8月4日 星期二,24406.12,19.61,-0.000217135,0.08957263,-1.3,0.307197663,-1.54,1.007524007,1.03,2.581195221,0.7,24278,2.95,0.5761,-0.005555332,-0.088374372
2015年8月5日 星期三,24514.16,19.59,0.004416989,0.088701646,-0.88,0.214004848,-4.2,1.004110563,0.87,2.595219869,0.81,24264,3.44,0.7098,0.0106820828,-0.0449494118
2015年8月6日 星期四,24375.28,19.21,-0.005681406,0.090514319,-0.53,0.172105958,-3.43,0.859182054,0.32,2.41878754,-0.11,24466,3.77,0.7285,0.0257890954,-0.0029646422
2015年8月7日 星期五,24552.47,9.84,0.007242956,0.096833354,0.79,0.15664924,-2.78,0.072795245,-1.93,2.072409469,-3.14,24310,2.97,-0.6283,0.0316513728,0.0352873722
2015年8月10日 星期一,24521.12,9.34,-0.001277673,0.071666822,-1.88,0.14820133,-2.35,0.133311464,-1.14,1.651703911,-3.77,24451,1.88,2.4783,0.073676388,0.0578854558
2015年8月11日 星期二,24498.21,8.91,-0.000934733,0.072370349,-1.15,0.147866802,-1.98,0.161357387,-0.71,0.96819522,-3.67,24401,-0.36,1.8464,0.0900879116,0.0784409626
2015年8月12日 星期三,23916.02,15.47,-0.024051526,0.1655338,1.92,0.168606231,-1.49,0.548024816,0.64,0.896093255,-2.8,24390,0.68,-1.9757,-0.0136444092,0.052505662
2015年8月13日 星期四,24018.8,15.26,0.00428833,0.175112747,1.3,0.168619813,-1.33,0.716423816,1.52,0.907478023,-2.25,23720,1.18,-1.9328,-0.0395685268,0.0192408058
2015年8月14日 星期五,23991.03,14.77,-0.001156847,0.157739916,0.63,0.162352679,-1.27,0.737089143,1.06,0.906837907,-1.91,24044,2.14,-1.6929,-0.0426571874,-0.0134019982
2015年8月17日 星期一,23814.65,15,-0.007379073,0.155959238,0.29,0.162828775,-1.14,0.589083377,0.19,0.888672819,-1.69,23952,2.6,-1.0637,-0.0237406216,-0.0131245936
2015年8月18日 星期二,23474.97,15.49,-0.01436619,0.157945602,-0.63,0.164221574,-1.01,0.113246366,-1.89,0.85566889,-1.53,23787,2.34,0.2855,0.0044572598,-5.53988E-005
2015年8月19日 星期三,23167.85,16.13,-0.013169205,0.112689451,-1.88,0.16608375,-0.9,0.330207282,-0.69,0.853070753,-1.37,23439,1.74,2.1123,0.0886417184,0.0494417786
2015年8月20日 星期四,22757.47,15.23,-0.017872099,0.093386894,-1.55,0.16912929,-0.77,0.432464507,-0.04,0.861802922,-1.22,23074,1.15,2.3694,0.1817913154,0.1396339892
2015年8月21日 星期五,22409.62,14.97,-0.015403112,0.055432458,-1.54,0.171852331,-0.66,0.616565017,1.09,0.906357072,-1.05,22666,-1.09,2.8974,0.3006202884,0.2409700178
2015年8月24日 星期一,21251.57,26.49,-0.053059556,0.241638677,1.71,0.224057035,0.11,1.014479983,1.69,0.941798562,-0.91,22488,-2,-0.8994,0.122398664,0.2318187246
2015年8月25日 星期二,21404.96,28.56,0.007191896,0.308866829,1.52,0.22483063,0.21,1.52935543,1.69,1.080758607,-0.65,21128,-1.96,-1.1209,0.0582907114,0.2047546786
2015年8月26日 星期三,21080.39,26.74,-0.015279446,0.307330989,0.99,0.222494116,0.28,1.700321723,1.3,1.186035311,-0.44,21575,-1.89,-0.9221,0.0619940182,0.1679938378
2015年8月27日 星期四,21838.54,37.63,0.035333074,0.462622094,1.42,0.270096671,1.2,2.090583243,1.35,1.596835719,0.2,21113,0.51,-1.9663,-0.159161025,0.0282828596
2015年8月28日 星期五,21612.39,37.59,-0.010409537,0.459805143,1.16,0.267121533,1.32,1.416527188,-0.38,1.892675502,0.71,21795,-1.16,-2.178,-0.2213649104,-0.1176125138
2015年8月31日 星期一,21670.58,38.17,0.002688819,0.28156165,-1.03,0.268888526,1.51,1.269009012,-1.18,1.908566466,0.83,21965,-0.96,0.355,-0.0392308522,-0.1217065432
2015年9月1日 星期二,21185.43,38.85,-0.022641899,0.324467826,-0.55,0.274270284,1.78,1.238320367,-0.96,1.937628671,1.01,21464,-0.37,0.2116,-0.0747148348,-0.1174045492
2015年9月2日 星期三,20934.94,38.59,-0.011894148,0.318168323,-0.67,0.271300077,1.55,1.213597177,-0.7,1.943125992,1.19,20879,0.54,0.7146,-0.0500206166,-0.1011773008
2015年9月4日 星期五,20840.61,38.47,-0.004516046,0.133302403,-1.63,0.271457483,1.38,1.657873483,1.81,1.916686769,1.29,20699,-0.63,2.1667,0.1897791522,0.0196204862
2015年9月7日 星期一,20583.52,27.72,-0.012412731,0.134700961,-1.2,0.26588808,1.15,1.373536166,0.14,1.893444295,1.3,20612,-2.87,2.03,0.2381755758,0.1344363042
2015年9月8日 星期二,21259.04,33.55,0.032291461,0.301014476,0.66,0.302668036,1.67,1.409401859,0.19,1.848798225,1.16,20427,-2.21,-0.259,0.0800049744,0.1386886526
2015年9月9日 星期三,22131.31,38.62,0.040211131,0.361578793,1.16,0.34599083,2.13,1.532710106,0.63,1.826513285,1,21304,-0.92,-1.3512,-0.002459511,0.1093662908
2015年9月10日 星期四,21562.5,37.23,-0.026037653,0.410141899,1.24,0.347503737,1.86,1.823334016,1.59,1.903004152,1.05,21971,0.44,-1.9951,-0.098741561,0.0432526316
2015年9月11日 星期五,21504.37,36.85,-0.002699524,0.407971647,0.83,0.345859949,1.62,1.622652292,0.43,1.960787766,1.06,21474,0.99,-1.9757,-0.1449156646,-0.0600255728
2015年9月14日 星期一,21561.9,36.85,0.002671698,0.383675869,0.27,0.346767673,1.47,0.636122027,-1.89,1.969108488,0.98,21375,0.59,-1.5908,-0.1610181056,-0.1502187734
2015年9月15日 星期二,21455.23,34.56,-0.00495943,0.341729044,-1.48,0.346685099,1.34,0.420196136,-1.39,1.937456495,0.82,21474,-1.08,0.3647,-0.1526362828,-0.1919266892
2015年9月16日 星期三,21966.66,35.37,0.023557411,0.252077951,-1.82,0.359315534,1.41,0.935199956,-0.28,1.889578428,0.64,21333,-0.95,0.7001,-0.0839069032,-0.1909482342
2015年9月17日 星期四,21854.63,35.42,-0.005113051,0.171547179,-1.59,0.357520254,1.27,1.393844203,0.87,1.832206625,0.43,21980,-0.39,0.5758,-0.007927307,-0.147780466
2015年9月18日 星期五,21920.83,33.85,0.003024528,0.166249869,-1.1,0.353600546,1.13,1.394869973,1.12,1.750433109,0.13,21730,0.75,0.1939,-0.005238973,-0.1020450864
2015年9月21日 星期一,21756.93,30.81,-0.007504999,0.181684774,-0.61,0.350691647,1.03,1.06528346,0.07,1.582631951,-0.52,22084,3,0.1951,-0.0142255556,-0.055198545
2015年9月22日 星期二,21796.58,20.88,0.001820749,0.173904033,-0.48,0.292989366,-0.25,0.506113321,-1.67,1.629418331,-0.6,21681,3.79,0.4905,0.0108903334,-0.0042983948
2015年9月23日 星期三,21302.91,19.73,-0.022909394,0.147469384,-1.8,0.304183953,-0.1,0.182264788,-1.49,1.704944007,-0.54,21592,3.34,2.4969,0.0740144662,0.0533128024
2015年9月24日 星期四,21095.98,20.24,-0.009761182,0.1487913,-1.09,0.30118092,-0.3,0.215302612,-0.95,1.767109807,-0.57,21313,2.53,2.2095,0.108065179,0.093236607
2015年9月25日 星期五,21186.32,20.38,0.004273189,0.153204989,-0.56,0.271633496,-1.12,0.223065414,-0.64,1.682283334,-1.4,21181,1.3,1.9418,0.138946672,0.131140765
2015年9月29日 星期二,20556.6,25.47,-0.030173633,0.213926386,1.85,0.288737162,-0.7,0.398573522,0.74,1.527138766,-2.26,21224,1.43,-1.1856,0.0735604178,0.1200275854
2015年9月30日 星期三,20846.3,22.34,0.013994417,0.260579773,1.67,0.29417174,-0.6,0.719777785,1.85,1.523457903,-1.94,20477,1.1,-1.4616,0.0251399148,0.1009253214
2015年10月2日 星期五,21506.09,29.93,0.031159676,0.330916803,1.6,0.305716747,-0.32,1.088472471,1.67,1.527624342,-1.67,20792,1.52,-1.8756,-0.0685820632,0.0408508896
2015年10月5日 星期一,21854.5,31.39,0.016070699,0.325654444,1.02,0.306489843,-0.36,1.07240681,1.07,1.532069315,-1.46,21507,0.95,-1.6246,-0.0867650062,-0.0179670412
2015年10月6日 星期二,21831.62,31.1,-0.001047472,0.329680899,0.79,0.305735735,-0.47,0.749626267,-0.22,1.493759549,-1.52,21846,0.25,-1.5263,-0.1126522458,-0.0751230078
2015年10月7日 星期三,22515.76,35.19,0.030856131,0.1906021,-1.76,0.316466571,-0.21,0.876235716,-0.16,1.446533696,-1.59,21764,2.07,0.9998,0.0128841022,-0.0840006016
2015年10月8日 星期四,22354.91,32.23,-0.007169525,0.251744193,-0.6,0.301108254,-0.77,0.891572108,-0.34,1.440085666,-1.45,22473,1.89,-0.1492,-0.0659013,-0.0998767948
2015年10月9日 星期五,22458.8,30.93,0.004636536,0.213992063,-0.85,0.266529514,-1.77,0.901907778,0.03,1.399059435,-1.49,22419,1.74,0.2024,-0.0380115548,-0.0863542316
2015年10月12日 星期一,22730.93,31,0.012044033,0.208427934,-0.61,0.24953234,-2,0.78695889,-0.89,1.282378305,-1.84,22403,1.44,0.0348,-0.0426766362,-0.07313814
2015年10月13日 星期二,22600.46,23.02,-0.005756292,0.220376976,0.17,0.250633113,-1.72,0.317326287,-1.97,1.133312242,-2.21,22658,-0.33,-0.7809,-0.0682855266,-0.0649372038
2015年10月14日 星期三,22439.91,24.73,-0.00712919,0.122889845,-1.87,0.252940557,-1.47,0.682592709,-0.16,1.053710009,-2.22,22511,-0.27,1.3681,0.0344574724,-0.0461388848
2015年10月15日 星期四,22888.17,21.88,0.019779113,0.163527647,-0.6,0.259086826,-1.17,0.592105063,-0.32,0.972110623,-2.21,22465,0.65,-0.1683,-0.0157351256,-0.0380503716
2015年10月16日 星期五,23067.37,21.2,0.007798882,0.164680139,-0.32,0.248513302,-1.37,0.555620129,-0.2,0.973014676,-1.94,22912,1.1,-0.657,-0.0281610546,-0.0394614238
2015年10月19日 星期一,23075.61,21.06,0.000357151,0.157281882,-0.27,0.247061198,-1.32,0.496894505,-0.26,0.980783122,-1.7,23100,1.41,-0.8414,-0.0305383462,-0.039007762
2015年10月20日 星期二,22989.22,15.3,-0.003750805,0.152077734,0,0.248118078,-1.22,0.242722855,-1.83,0.989260184,-1.5,23041,0.34,-1.1154,-0.0317541792,-0.0317678946
2015年10月22日 星期四,22845.37,15.12,-0.006276939,0.149169185,-1.34,0.247506747,-1.21,0.096983083,-1.55,1.005416871,-1.29,22929,-1.63,0.6822,-0.0348360182,-0.0430141506
2015年10月23日 星期五,23151.94,16.22,0.013330107,0.115753667,-1.9,0.25047824,-0.99,0.267708978,-0.38,1.046594842,-1.03,22844,0.9,1.2332,-0.0129304026,-0.044969257
2015年10月26日 星期一,23116.25,15.49,-0.001542745,0.108312954,-1.39,0.231943015,-1.53,0.322215656,0.29,1.080079284,-0.82,23180,1.33,0.8006,-0.0134291724,-0.0416353028
2015年10月27日 星期二,23142.73,14.82,0.001144859,0.108404139,-0.93,0.226474461,-1.54,0.312814691,0.79,1.112329531,-0.62,23043,1.83,0.6631,-0.0123456236,-0.0306850204
2015年10月28日 星期三,22956.57,15.03,-0.008076522,0.119977829,-0.02,0.230931232,-1.25,0.239636806,-0.1,1.134554284,-0.45,23070,3.58,0.1082,-0.0085416636,-0.0088873894
2015年10月29日 星期四,22819.94,11.34,-0.005969455,0.119217245,0.96,0.196880084,-2.05,0.080673303,-1.88,1.16205121,-0.25,22978,3.31,-0.8479,0.0063842494,0.0112683276
2015年10月30日 星期五,22640.04,10.81,-0.007914695,0.058204155,-1.95,0.199278707,-1.72,0.363050338,1,1.218212126,0.1,22894,2.74,2.6027,0.0938112084,0.049192099
2015年11月2日 星期一,22370.04,11.89,-0.011997457,0.06861554,-1,0.179536028,-2,0.416387114,1.15,1.146141818,-0.19,22684,1.05,1.8453,0.103939393,0.0776711514
2015年11月3日 星期二,22568.43,13.59,0.008829463,0.114277808,0.68,0.17373898,-1.91,0.427521005,0.93,1.002819218,-0.9,22357,0.23,0.1636,0.0743309778,0.0925502704
2015年11月4日 星期三,23053.57,18.12,0.021268611,0.196866079,1.74,0.18678497,-1.42,0.77879446,1.64,0.79898485,-1.93,22580,2.1,-1.6428,-0.0318465364,0.0535833772
2015年11月5日 星期四,23051.04,16.52,-0.00010975,0.19004389,1.1,0.154472592,-2.11,0.929695795,1.52,0.798631623,-1.78,23114,2.06,-1.0488,-0.0212105654,0.0432318302
2015年11月6日 星期五,22867.33,17.01,-0.008001633,0.1902735,0.74,0.155095738,-1.91,0.8187644,0.68,0.725074026,-2.06,22963,2,-0.603,-0.010298338,0.0279597986
2015年11月9日 星期一,22726.77,17.13,-0.00616573,0.171313388,-0.04,0.156592136,-1.65,0.481947955,-1.04,0.689646758,-2.09,22738,1.36,0.3834,0.0264807704,0.0252392254
2015年11月10日 星期二,22401.7,18.17,-0.014406676,0.194547072,0.66,0.159066324,-1.41,0.143294623,-1.71,0.675075306,-1.94,22608,1.18,-0.2805,0.0187080338,0.02464632
2015年11月11日 星期三,22352.17,18.06,-0.002213441,0.078919863,-1.97,0.158075408,-1.29,0.695173777,0.29,0.651168901,-1.8,22372,-2.39,2.9096,0.1729870634,0.0868873838
2015年11月12日 星期四,22888.92,22.36,0.023729543,0.2091128,0.87,0.177771561,-0.7,0.738937295,0.67,0.694174979,-1.38,22359,-2.11,-0.4157,0.047064971,0.0873444464
2015年11月13日 星期五,22396.14,24.73,-0.021764328,0.245982687,1.18,0.180675646,-0.55,0.889696013,1.16,0.780366301,-0.84,22905,-1.11,-1.3139,-0.0010377248,0.0649698002
2015年11月16日 星期一,22010.82,25.72,-0.017354472,0.26040837,0.98,0.186244437,-0.32,1.016772503,1.07,0.874395194,-0.29,22319,0.17,-1.644,-0.0426484382,0.0199657734
2015年11月17日 星期二,22264.25,23.15,0.011448102,0.271851809,0.83,0.192436126,-0.07,1.117800169,1.41,0.970282337,0.23,22041,0.64,-1.8797,-0.0831106868,-0.0245139836
2015年11月18日 星期三,22188.26,23.04,-0.003418933,0.272178966,0.86,0.19239487,0.02,0.372118396,-1.75,1.049634193,0.64,22270,-0.47,-2.2331,-0.1122346316,-0.091962592
2015年11月19日 星期四,22500.22,24.83,0.013961767,0.230467023,-1.6,0.199396316,0.37,0.254447514,-1.36,1.074340592,0.75,22137,-1.87,0.3045,-0.0981203454,-0.1238310934
2015年11月20日 星期五,22754.72,25.59,0.011247509,0.189818643,-1.75,0.197572989,0.46,0.499646604,-0.44,1.060965435,0.67,22483,-2.22,0.6406,-0.0747586216,-0.1298849408
2015年11月23日 星期一,22665.9,24.23,-0.003911004,0.124483218,-1.67,0.197859326,0.6,0.884712789,0.8,1.050554721,0.63,22761,-1.51,0.8006,-0.0134871422,-0.106763856
2015年11月24日 星期二,22587.63,24.3,-0.003459181,0.126757761,-1.07,0.197877333,0.74,0.916747016,1.23,1.038683084,0.6,22695,0.2,0.7885,-0.004437281,-0.0664206422
2015年11月25日 星期三,22498,20.15,-0.003975995,0.128195027,-0.74,0.196521858,0.89,0.682152628,0.14,1.03390888,0.61,22524,1.13,0.8521,0.0057111138,-0.0260381936
2015年11月26日 星期四,22488.94,16.19,-0.000402784,0.092478739,-1.26,0.195649671,0.85,0.50213583,-1.09,1.055055814,0.78,22494,0.76,1.7961,0.0603107302,0.0204427916
2015年11月27日 星期五,22068.32,16.75,-0.018880537,0.103385362,-0.81,0.204655044,1.35,0.229426358,-1.62,1.004713046,0.6,22525,-0.09,1.3867,0.0568745608,0.0451999014
2015年11月30日 星期一,21996.42,15.37,-0.003263383,0.10416349,-0.49,0.200901838,1.03,0.223569615,-1.08,0.964918034,0.43,22211,-1.83,0.9049,0.0628850624,0.0560524766
2015年12月1日 星期二,22381.35,18.25,0.01734831,0.183379782,1.87,0.208474141,1.32,0.518855716,0.49,0.939613939,0.29,21909,-0.36,-2.1352,-0.0336859492,0.0273733528
2015年12月2日 星期三,22479.69,16.69,0.004384212,0.186123331,1.25,0.19323897,0.45,0.662431207,1.36,0.937662538,0.23,22388,0.68,-2.0524,-0.059919991,-0.0077028008
2015年12月3日 星期四,22417.01,15.23,-0.002792189,0.186895381,0.85,0.193261705,0.37,0.635590334,0.95,0.937203203,0.18,22483,-0.85,-2.0485,-0.0850302178,-0.050924306
2015年12月4日 星期五,22235.89,15.59,-0.008112396,0.14073763,-0.59,0.193312321,0.28,0.523657696,0.07,0.944363595,0.16,22417,-1.46,-0.6066,-0.0526980752,-0.072220368
2015年12月7日 星期一,22203.22,15.57,-0.001470327,0.138106638,-1.28,0.192493827,0.12,0.358802638,-1.69,0.952972714,0.14,22152,-1.93,0.1136,-0.0663411548,-0.0952830692
2015年12月8日 星期二,21905.13,16.78,-0.013516467,0.096606184,-1.57,0.191705966,-0.08,0.538042253,-0.05,0.985283783,0.3,22280,-0.06,0.4043,-0.0340689638,-0.0871566126
2015年12月9日 星期三,21803.76,16.73,-0.004638424,0.068670867,-1.42,0.192082163,-0.31,0.643747406,1.01,0.997586311,0.32,21824,4.43,0.9353,0.014618163,-0.04291431
2015年12月10日 星期四,21704.61,13.97,-0.004557752,0.065204497,-1.13,0.168047869,-3.09,0.516740751,0.01,1.045916649,0.86,21779,4.37,1.1196,0.0404911874,0.0038305212
2015年12月11日 星期五,21464.05,14.85,-0.011145238,0.071609588,-0.6,0.155815618,-3.21,0.434545899,-0.66,1.040945852,0.79,21630,3.54,0.8395,0.0516083636,0.0351783968
2015年12月14日 星期一,21309.85,8.62,-0.007210035,0.05673628,-1.12,0.146550754,-2.9,0.212455823,-1.77,1.011974492,0.15,21387,2.32,1.5882,0.0831809062,0.068151703
2015年12月15日 星期二,21274.37,6.8,-0.001666345,0.050464869,-1.54,0.13819801,-2.62,0.124275485,-1.36,0.941133142,-1.31,21310,-0.07,2.0524,0.1062065228,0.0941341716
2015年12月16日 星期三,21701.21,15.61,0.019864958,0.172429916,1.97,0.158815842,-1.37,0.7167136,1.48,0.805921135,-2.94,21331,0.84,-2.2096,-0.033453195,0.055687691
2015年12月17日 星期四,21872.06,16.44,0.007842004,0.177237769,1.26,0.152472053,-1.49,0.903064346,1.44,0.736935588,-2.93,21737,0.98,-2.0029,-0.058365177,0.0131769076
2015年12月18日 星期五,21755.56,16.55,-0.005340666,0.159220924,0.63,0.145405328,-1.6,0.907738616,0.99,0.70914993,-2.55,21824,0.66,-1.5457,-0.0518831272,-0.0158801548
2015年12月21日 星期一,21791.68,15.14,0.001658889,0.140232453,0.01,0.145902303,-1.41,0.738611845,0.21,0.712031832,-2.11,21787,0.16,-0.8972,-0.040445502,-0.0401302352
2015年12月22日 星期二,21830.02,14.98,0.001757841,0.134235897,-1.32,0.146368964,-1.25,0.270463342,-1.88,0.713073588,-1.81,21784,-0.36,0.9495,-0.0388083146,-0.0612438094
2015年12月23日 星期三,22040.59,15.46,0.009599667,0.083956562,-1.75,0.151421652,-0.94,0.498217112,-0.67,0.725183904,-1.51,21817,0.29,1.6101,0.0123798056,-0.0426403534
2015年12月24日 星期四,22138.13,13.38,0.004415708,0.076717124,-1.29,0.152646163,-0.8,0.517639217,-0.32,0.734869025,-1.29,22100,2.77,1.7954,0.0391078444,-0.0030476236
2015年12月28日 星期一,21919.62,14.14,-0.009919335,0.101546948,-0.22,0.141461961,-1.16,0.409267343,-0.51,0.73541394,-1.16,22143,2.51,1.0087,0.0285846558,0.022793807
2015年12月29日 星期二,21999.62,13.83,0.003643054,0.102478224,0.14,0.141691792,-1.04,0.315889831,-0.89,0.735885903,-1.05,21862,1.74,0.6921,0.0375668912,0.0402581642
2015年12月30日 星期三,21882.15,10.51,-0.005353945,0.112439054,1.3,0.126994532,-1.57,0.207975914,-1.57,0.69842782,-1.21,22058,1.19,-0.5092,0.0448870556,0.0618985272
2015年12月31日 星期四,21914.4,9.68,0.001472719,0.088500488,-0.63,0.125732718,-1.47,0.197059464,-1.09,0.655416677,-1.38,21918,-1.86,1.8513,0.094734369,0.0868984894
2016年1月4日 星期一,21327.12,17.61,-0.027164453,0.174160128,1.94,0.155804703,-0.02,0.478509385,1.42,0.638137947,-1.34,21910,-1.39,-0.8893,0.018392169,0.0767273286
2016年1月5日 星期二,21188.72,17.57,-0.006510538,0.173080125,1.18,0.155140643,0.05,0.576486067,1.48,0.666583116,-1.03,21123,-1.56,-0.2511,0.028283721,0.0712322422
2016年1月6日 星期三,20980.81,17.63,-0.009860754,0.152045781,0.35,0.157308865,0.29,0.541509464,0.86,0.675103968,-0.88,21140,-2.41,0.8899,0.0736436518,0.0856443176
2016年1月7日 星期四,20333.34,20.55,-0.031346307,0.198844026,1.11,0.183862018,2.04,0.594824337,0.8,0.734137822,-0.38,20861,-2.87,-0.2027,0.0303599748,0.0718778912
2016年1月8日 星期五,20453.71,20.88,0.005902381,0.218044225,1.52,0.186947144,2.35,0.362937637,-1.76,0.787647191,0.1,20348,-1.85,-1.1108,0.0081628794,0.0429722474
2016年1月11日 星期一,19888.5,23.32,-0.028022609,0.220747328,1.07,0.206723123,2.8,0.420259561,-0.86,0.82085679,0.52,20399,0.55,-1.1772,-0.0082054836,0.0199895474
2016年1月12日 星期二,19711.76,21.72,-0.008926263,0.21713787,0.61,0.205906876,2.25,0.410373395,-0.64,0.837441072,0.92,19943,-0.35,-0.7816,-0.0026784198,0.0130956042
2016年1月13日 星期三,19934.88,25,0.011255549,0.273673715,1.9,0.212715968,2.12,0.400287611,-0.46,0.898134995,1.95,19697,-1.01,-2.1142,-0.0532608586,-0.0052765764
2016年1月14日 星期四,19817.41,24.17,-0.005910117,0.216416866,-0.57,0.212807823,1.83,0.353735457,-1.36,0.84519818,1.52,20059,-1.11,0.7013,0.0214402816,0.0086531468
2016年1月15日 星期五,19520.77,22.38,-0.015081817,0.203059743,-0.95,0.19741342,1.15,0.388636253,-0.26,0.857583171,1.59,19810,-1.15,1.5587,0.0745266604,0.051379299
2016年1月18日 星期一,19237.45,22.41,-0.014620127,0.152421028,-1.55,0.193654749,0.92,0.613901013,1.96,0.856028101,1.4,19468,-2.2,2.7079,0.17586263,0.1157418136
2016年1月19日 星期二,19635.81,28.03,0.02049604,0.226725899,0.31,0.215988789,1.51,0.620502231,1.24,0.886619276,1.59,19271,-3.45,0.9268,0.1360306648,0.1482971136
2016年1月20日 星期三,18886.3,30.34,-0.038918149,0.303440746,1.7,0.245141446,2.07,0.773578051,1.42,1.004972312,2.43,19621,-3.1,-1.0051,0.063020287,0.1460481766
2016年1月21日 星期四,18542.15,29.46,-0.018390273,0.303638322,1.12,0.245857618,1.81,0.932753068,1.47,1.09291647,2.58,18847,-2,-0.9633,0.0579954268,0.1237766012
2016年1月22日 星期五,19080.51,34.13,0.028620876,0.401706022,1.48,0.271967996,2.11,1.328270289,1.79,1.278412077,2.94,18751,-0.39,-1.8575,-0.0671738062,0.0569458124
2016年1月25日 星期一,19340.14,35.31,0.013515334,0.405907301,1.15,0.278955805,1.94,1.075603392,0.53,1.394014304,2.73,19091,-0.72,-1.9095,-0.0993891548,-0.0217655118
2016年1月26日 星期二,18860.8,36.23,-0.025097035,0.399090428,0.75,0.286343361,1.83,0.768317283,-0.99,1.473961741,2.46,19238,-1.62,-2.0196,-0.1354343298,-0.0991004656
2016年1月27日 星期三,19052.45,37.28,0.010110008,0.321963092,-1.01,0.290574505,1.69,0.702423364,-1.15,1.435090675,1.94,18901,-1.94,-0.0194,-0.0710824874,-0.1155804284
2016年1月28日 星期四,19195.83,37.15,0.007497366,0.279501901,-1.59,0.29519641,1.62,0.81837172,-0.52,1.365400294,1.49,19010,-1.28,0.9825,-0.0320060974,-0.1141379452
2016年1月29日 星期五,19683.11,38.8,0.02506784,0.266198357,-1.17,0.314922823,1.84,0.928841866,0.53,1.238848615,0.93,19094,-0.38,0.55,-0.0347168154,-0.1030506742
2016年2月1日 星期一,19595.5,37.34,-0.00446096,0.265836953,-0.8,0.304212154,1.46,0.803779996,-0.01,1.203198779,0.71,19723,1.02,0.5992,-0.0292594254,-0.0699406186
2016年2月2日 星期二,19446.84,29.84,-0.007615359,0.184780188,-1.77,0.30434706,1.34,0.705779383,-1.03,1.193191505,0.6,19469,0.51,2.0942,0.0728571068,-0.0060188034
2016年2月3日 星期三,18991.59,31.19,-0.023688339,0.258085624,0.21,0.31157646,1.38,0.535923097,-1.69,1.126202726,0.25,19442,1.79,0.3784,0.0237642088,0.0309692282
2016年2月4日 星期四,19183.09,27.55,0.010032912,0.262577896,0.48,0.299523123,1.02,0.499935888,-1.21,1.099690545,0.07,18978,1.41,0.2258,0.0427889322,0.0578710246
2016年2月5日 星期五,19288.17,26.65,0.005462793,0.186127047,-1.2,0.299355573,0.92,0.597906604,-0.27,1.123626246,0.1,19156,-0.65,2.3161,0.1581469888,0.1127924942
2016年2月11日 星期四,18545.8,31.56,-0.039248606,0.291316883,1.26,0.314122203,1.15,0.686954715,1.01,1.113144297,-0.01,19313,0.41,-0.6712,0.0507710822,0.1055104376
2016年2月12日 星期五,18319.58,31.09,-0.012272915,0.290079024,0.85,0.315112748,1.07,0.607606262,0.34,1.097181334,-0.17,18378,1.2,-0.7143,0.0445778338,0.077019563
2016年2月15日 星期一,18918.14,36.5,0.032150817,0.379148314,1.57,0.33625275,1.42,0.982646101,1.87,1.155178383,0.07,18372,1.96,-2.0446,-0.0831135756,0.0141849056
2016年2月16日 星期二,19122.08,33.81,0.010722438,0.380162873,1.04,0.339262273,1.36,1.137824646,1.54,1.180434048,0.13,18835,1.19,-1.921,-0.1227588608,-0.047962816
2016年2月17日 星期三,18924.57,34.03,-0.010382611,0.380663085,0.83,0.337223595,1.24,0.694496427,-0.63,1.179168811,0.03,19141,-1.03,-2.0189,-0.1611503956,-0.1247613464
2016年2月18日 星期四,19363.08,36.78,0.022907082,0.28038653,-1.33,0.344171975,1.43,0.738572634,-0.48,1.058453137,-0.89,18916,-1.1,0.1118,-0.0895818264,-0.1512832616
2016年2月19日 星期五,19285.5,34.17,-0.004014642,0.252923487,-1.45,0.336020279,1.17,0.892155036,0.02,1.038239602,-1.18,19294,-0.12,0.8374,-0.0657615632,-0.147494934
2016年2月22日 星期一,19464.09,34.11,0.009217711,0.186037717,-1.46,0.305876719,-0.03,1.197285044,1.3,1.11650628,-0.66,19332,0.79,1.3493,0.0113618358,-0.0986351856
2016年2月23日 星期二,19414.78,34.09,-0.002536598,0.187009242,-0.98,0.297254041,-0.58,1.140086823,1.02,1.181188166,-0.17,19476,2.97,1.3034,0.0263469022,-0.044047868
2016年2月24日 星期三,19192.45,25.76,-0.011517659,0.191206471,-0.72,0.283962423,-1.33,0.62700069,-1.32,1.161388861,-0.29,19416,2.76,1.4313,0.0450123016,0.0167060832
