Date,PX_Last,VOLATILITY_10D,log return,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD,PX_LAST,v1,v2,v3,v4
2014年4月22日 星期二,22730.68,15.55,-0.0012996,0.110740319,-1.05,0.136325511,-1.9,0.450269536,1.52,0.674879134,0.87,22743,2.65,1.0031,0.0015096268,-0.0283658854
2014年4月23日 星期三,22509.64,15.81,-0.009771892,0.113809008,-0.78,0.129542967,-2.15,0.479662532,1.32,0.625497572,-0.02,22737,2.71,1.1542,0.0107193288,-0.0129921216
2014年4月24日 星期四,22562.8,14.45,0.002358871,0.073545611,-1.45,0.127089388,-2.04,0.461842186,0.73,0.57519205,-1.19,22468,1.54,2.3175,0.0726495514,0.030507894
2014年4月25日 星期五,22223.53,12.3,-0.015150895,0.112644998,0.47,0.138930236,-0.99,0.252582995,-1.84,0.473003461,-2.76,22543,0.67,0.4128,0.0458986336,0.0533199528
2014年4月28日 星期一,22132.53,12.14,-0.004103166,0.098550302,-0.22,0.139563066,-0.85,0.240813066,-1.27,0.464118153,-2.45,22175,-1.37,1.3405,0.076769475,0.0734617294
2014年4月29日 星期二,22453.89,15.63,0.014415401,0.16269981,1.73,0.143819555,-0.42,0.461917156,0.76,0.487911779,-1.88,22157,0.11,-1.3501,0.0076401008,0.058089965
2014年4月30日 星期三,22133.97,15.17,-0.014350341,0.175200963,1.31,0.153030533,0.42,0.612356415,1.46,0.527007608,-1.25,22213,1.13,-1.4932,-0.0154301752,0.035242451
2014年5月2日 星期五,22260.67,15.73,0.005707912,0.181879739,1.05,0.14643662,-0.1,0.539862827,0.79,0.560152268,-0.75,21837,1.41,-1.2879,-0.0230943466,0.01259023
2014年5月5日 星期一,21976.33,16.37,-1.29E-02,0.174387344,0.52,0.152090681,0.53,0.486161168,0.14,0.57487391,-0.53,22024,1.68,-0.9303,-0.0215548462,-0.0057111338
2014年5月7日 星期三,21746.26,16.64,-0.010524176,0.182431029,1,0.155087581,0.91,0.113088491,-1.91,0.570519329,-0.54,21775,1.74,-1.9087,-0.0469286562,-0.0398174042
2014年5月8日 星期四,21837.12,17,0.004169485,0.137800479,-1.96,0.156520946,1.16,0.263554023,-0.75,0.541535925,-0.86,21559,2.15,1.2273,-0.0113180072,-0.043857439
2014年5月9日 星期五,21862.99,16.88,0.001183979,0.122355348,-1.5,0.155899725,1.04,0.395179325,0.23,0.531919945,-0.9,21627,1.42,0.9413,-0.0002329862,-0.037648426
2014年5月12日 星期一,22261.61,18.77,0.018068417,0.176952762,0.75,0.166064316,1.92,0.382315702,0.42,0.516986321,-0.99,21676,-1.1,-1.7328,-0.0769332448,-0.0587658752
2014年5月13日 星期二,22352.38,18.68,0.004069133,0.144622871,-0.35,0.161477402,1.32,0.367526669,0.59,0.50099914,-1.09,22118,-2.68,-0.7875,-0.0600444914,-0.0682541182
2014年5月14日 星期三,22582.77,17.83,0.010254423,0.095780404,-1.49,0.156078848,0.75,0.423422767,1.04,0.524357468,-0.7,22199,-2.75,0.3746,-0.020197729,-0.0599196978
2014年5月15日 星期四,22730.86,15.5,0.006536246,0.092700974,-1.07,0.156395392,0.71,0.500848342,1.84,0.548153228,-0.31,22386,-3.01,-0.046,-0.0266078104,-0.0603893082
2014年5月16日 星期五,22712.91,15.52,-0.000789987,0.100554798,-0.65,0.15619422,0.63,0.528281215,1.38,0.562355463,-0.04,22550,-4.1,-0.5732,-0.04619681,-0.0677643738
2014年5月19日 星期一,22704.5,12.79,-0.000370343,0.066438539,-1.33,0.145263506,-0.32,0.400903391,-0.71,0.584088971,0.39,22575,-3.68,0.2054,-0.017145517,-0.0507264952
2014年5月20日 星期二,22834.68,9.51,0.00571729,0.067417183,-1.17,0.146615322,-0.14,0.232253144,-1.78,0.607893658,0.9,22574,-3.75,-0.0327,-0.0248562678,-0.0420174644
2014年5月21日 星期三,22836.52,9.93,8.06E-05,0.050801881,-1.35,0.146312666,-0.21,0.291072969,-0.87,0.659990873,1.88,22723,-3.32,0.5765,-0.0094801286,-0.0342609226
2014年5月22日 星期四,22953.76,9.66,0.005120749,0.045253417,-1.08,0.147230959,-0.18,0.305978404,-0.44,0.711063763,2.57,22794,-2.8,0.7598,-0.003590797,-0.0244305436
2014年5月23日 星期五,22965.86,6.16,0.000527008,0.04187892,-1.17,0.142163286,-0.85,0.169158288,-1.43,0.759325314,2.67,22915,-1.66,1.3211,0.0013718768,-0.0111071912
2014年5月26日 星期一,22963.18,6.43,-0.000116702,0.041113709,-0.84,0.142121773,-1.12,0.153737107,-1.24,0.789433079,2.44,22931,1.02,1.5169,0.00780076,-0.000378553
2014年5月27日 星期二,22944.3,4.95,-0.000822524,0.033756649,-1.58,0.129199847,-2.48,0.088453268,-1.35,0.836387316,2.4,22948,1.29,2.909,0.0260821372,0.017277871
2014年5月28日 星期三,23080.03,4.76,0.005898202,0.044606067,0.8,0.128222414,-2.25,0.064999939,-1.09,0.865699912,2.23,22951,1.49,0.5564,0.0230729486,0.0263572632
2014年5月29日 星期四,23010.14,5.26,-0.003032753,0.046957755,1.19,0.120727119,-2.45,0.07083475,-0.89,0.864366898,1.91,23036,1.27,0.1501,0.0301997548,0.0354948898
2014年5月30日 星期五,23081.65,5.2,0.003102941,0.049819804,1.19,0.105843968,-2.77,0.087938508,-0.17,0.837445333,1.5,23133,-0.35,0.2016,0.0384371372,0.0450061444
2014年6月3日 星期二,23291.04,6.22,0.009030808,0.06943207,1.77,0.107983424,-2.16,0.184300527,1.95,0.778541433,0.94,22910,0.01,-0.5342,0.0255975804,0.0461151814
2014年6月4日 星期三,23151.71,7.59,-0.006000093,0.088378235,1.7,0.097485495,-2.26,0.266092737,1.67,0.714250069,0.38,23104,0.86,-0.8509,0.0079238096,0.0364632584
2014年6月5日 星期四,23109.66,7.44,-0.001817932,0.083807214,0.95,0.086176227,-2.3,0.26939669,1.11,0.619932458,-0.38,22992,0.52,-0.3461,0.0152989866,0.031427185
2014年6月6日 星期五,22951,8.51,-0.006889203,0.094350226,1.08,0.092930375,-1.73,0.253271325,0.59,0.586216491,-0.67,22985,1.82,-1.0463,0.002187651,0.0193803672
2014年6月9日 星期一,23117.47,9.37,0.0072271,0.105316961,1.44,0.094272156,-1.49,0.188146467,-1.16,0.572726066,-0.81,22790,2.82,-1.972,-0.0143921726,0.0026678472
2014年6月10日 星期二,23315.74,10.17,0.00854006,0.103295616,1,0.07854585,-1.85,0.131825522,-1.67,0.455437189,-1.68,23008,3.08,-2.0566,-0.0210896722,-0.0128237066
2014年6月11日 星期三,23257.29,10.07,-0.002510038,0.094740206,-0.2,0.080052538,-1.6,0.121426699,-1.18,0.384147923,-2.04,23177,2.53,-1.0409,-0.0197876722,-0.0213495108
2014年6月12日 星期四,23175.02,10.14,-0.003543657,0.097827994,-0.29,0.076028389,-1.56,0.070793811,-1.32,0.385885669,-1.84,23106,0.99,-1.1228,-0.031651523,-0.0329297296
2014年6月13日 星期五,23319.17,10.5,0.006200795,0.081508608,-1.79,0.075730378,-1.42,0.133480787,0.12,0.379821837,-1.7,23143,2.33,0.3874,-0.0261683688,-0.0411976378
2014年6月16日 星期一,23300.67,9.36,-0.000793654,0.077251518,-1.38,0.075731707,-1.29,0.157289347,1.2,0.364739383,-1.63,23249,2.74,0.607,-0.01659664,-0.0302699104
2014年6月17日 星期二,23203.59,9.03,-4.18E-03,0.059701393,-1.65,0.077999974,-1.1,0.216806912,1.61,0.366123685,-1.47,23218,2.38,1.4676,0.0119394944,-0.0105650564
2014年6月18日 星期三,23181.72,8.97,-0.000942971,0.058473156,-1.12,0.076321104,-1.06,0.232844054,1.2,0.36787154,-1.32,23156,1.93,1.3469,0.024457785,0.0079784072
2014年6月19日 星期四,23167.73,7.9,-0.000603675,0.05394768,-1.11,0.076439758,-0.97,0.175130015,-0.22,0.366130816,-1.21,23173,1.57,1.8125,0.0501165762,0.0378877852
2014年6月20日 星期五,23194.06,6.97,0.001135849,0.027327449,-1.74,0.074685568,-0.96,0.255534672,1.32,0.3852681,-1.01,23195,-1.31,3.0337,0.1031881312,0.075175341
2014年6月23日 星期一,22804.81,10.03,-0.016924733,0.103824712,1.76,0.09701815,0.11,0.390461758,1.87,0.392550496,-0.88,23171,-1,-1.0835,0.0241408746,0.0673107086
2014年6月24日 星期二,22880.64,10.5,0.00331966,0.11463144,1.32,0.097891499,0.31,0.518496798,1.64,0.404778909,-0.73,22766,-1.04,-0.9827,0.0141507142,0.0571412668
2014年6月25日 星期三,22866.7,10.46,-0.000609434,0.114923424,0.89,0.097875871,0.45,0.567800236,1.24,0.399343467,-0.68,22886,-1.16,-0.8188,0.0147057608,0.0466982438
2014年6月26日 星期四,23197.83,13.03,0.014377036,0.159614256,1.29,0.108858551,1.39,0.681087961,1.35,0.468563525,-0.22,22898,-2.2,-1.633,-0.042071653,0.0134783468
2014年6月27日 星期五,23221.52,13.05,0.001020695,0.159584069,1.21,0.108183856,1.52,0.382278035,-1.12,0.515292972,0.19,23192,-2.98,-1.8764,-0.0538111696,-0.0247426808
2014年6月30日 星期一,23190.72,12.87,-1.33E-03,0.091074744,-1.35,0.107889412,1.47,0.432428028,-0.8,0.494210236,0.2,23193,-2.51,0.7705,0.016150135,-0.0207407076
2014年7月2日 星期三,23549.62,15.27,0.015357486,0.118714278,-0.37,0.116706841,2.01,0.426823673,-0.64,0.495327939,0.4,23104,-2.12,-0.2416,-0.0154298296,-0.0254977058
2014年7月3日 星期四,23531.44,15.28,-0.000772285,0.119158577,-0.4,0.11426386,1.65,0.42069622,-0.45,0.50200424,0.71,23545,-2.22,0.2397,-0.0185924568,-0.0290630646
2014年7月4日 星期五,23546.36,15.29,0.000633844,0.099181347,-0.77,0.113845666,1.44,0.376272876,-1.33,0.500131635,0.87,23548,-2.06,0.9674,0.0024285516,-0.0159327044
2014年7月7日 星期一,23540.92,10.6,-0.00023106,0.100735551,-0.45,0.110169613,1.1,0.17840501,-1.96,0.500237937,1.03,23547,-0.79,1.0817,0.0037053374,-0.001332011
2014年7月8日 星期二,23541.38,10.77,1.95E-05,0.098334642,-0.93,0.107947942,0.9,0.152306869,-1.32,0.499365083,1.19,23539,0.38,2.0603,0.0108948974,0.0020046604
2014年7月9日 星期三,23176.07,14.77,-0.015639443,0.099012125,-0.54,0.118846679,1.41,0.126613229,-1.01,0.498871078,1.11,23544,0.61,1.3841,-0.0036430884,-0.0079154118
2014年7月10日 星期四,23238.99,12.64,0.002711191,0.105566936,1.91,0.11900417,1.27,0.041607484,-1.21,0.499801187,1.02,23159,-0.26,-1.6683,-0.0241659048,-0.019165089
2014年7月11日 星期五,23233.45,12.63,-0.000238421,0.104400239,0.97,0.118289477,1.12,0.04583549,-1.13,0.50045193,0.93,23206,-0.74,-1.0332,-0.0344314934,-0.031641153
2014年7月14日 星期一,23346.67,12.84,0.004861311,0.1148905,1.76,0.117469813,0.97,0.094509131,0.05,0.500465965,0.84,23218,-0.86,-2.2227,-0.0582315416,-0.04778193
2014年7月15日 星期二,23459.96,9.85,0.004840777,0.122277897,1.57,0.118624361,0.96,0.131564808,1.13,0.500036876,0.75,23366,-2.3,-1.9671,-0.0668822994,-0.0538339418
2014年7月16日 星期三,23523.28,9.99,0.002695431,0.029709611,-1.96,0.117658472,0.82,0.53135249,1.97,0.540574017,1.35,23436,-0.97,2.2168,0.043862162,-0.0217972636
2014年7月17日 星期四,23520.87,9.98,-0.000102457,0.035726909,-1.14,0.117542073,0.74,0.638129729,1.42,0.567524911,1.68,23513,-1.44,1.7788,0.0542003136,0.0085261914
2014年7月18日 星期五,23454.79,10.08,-0.002813374,0.047238811,-0.57,0.118133877,0.75,0.6375216,0.95,0.574610945,1.69,23493,-1.24,1.3312,0.0536773354,0.0309474008
2014年7月21日 星期一,23387.14,10.16,-0.00288844,0.048341564,-0.25,0.118760873,0.89,0.532597726,0.2,0.545785312,1.07,23409,0.14,0.687,0.0570771998,0.0487598054
2014年7月22日 星期二,23782.11,9.61,0.016747319,0.115961093,1.95,0.11359043,0.08,0.493444415,-1.22,0.548647531,1.07,23326,0.83,-2.237,-0.0270861908,0.0334793046
2014年7月23日 星期三,23971.87,9.99,0.007947442,0.120590488,1.28,0.115423513,0.27,0.584123049,0.12,0.551038354,1.09,23789,0.48,-2.0256,-0.0481850008,-0.0011662858
2014年7月24日 星期四,24141.5,9.88,0.007051292,0.117504157,0.8,0.116038001,0.3,0.546698922,-0.25,0.551975677,1.19,23959,-0.59,-1.7825,-0.058702121,-0.0311251866
2014年7月25日 星期五,24216.01,9.9,0.003081633,0.10218343,0.05,0.107598424,-1.77,0.429157268,-1.67,0.508361981,-0.43,24151,-0.46,-0.6914,-0.0429980368,-0.0417307532
2014年7月28日 星期一,24428.63,10.21,0.00874182,0.070854651,-1.88,0.109989734,-1.25,0.292067122,-1.72,0.462463744,-1.86,24235,-0.15,1.8093,-0.0073218252,-0.041885938
2014年7月29日 星期二,24640.53,10.37,0.008636843,0.033241785,-1.69,0.11103238,-1.08,0.522770593,0.46,0.506774358,-0.38,24388,-0.82,1.9775,0.0384732844,-0.0171598328
2014年7月30日 星期三,24732.21,9.93,0.003713795,0.038243413,-1.02,0.10114122,-2.76,0.532393404,0.71,0.525805583,0.23,24630,-1.59,1.4184,0.0396549246,0.0054928504
2014年7月31日 星期四,24756.85,9.06,0.000995776,0.049486901,-0.37,0.100587358,-2.31,0.400966693,-0.39,0.525961089,0.19,24824,-1.1,0.7541,0.034093534,0.024778399
2014年8月1日 星期五,24532.43,11.37,-0.009106303,0.104100216,1.73,0.108651846,-0.82,0.411465955,-0.23,0.52817691,0.23,24766,-0.47,-1.9585,-0.0290910764,0.0158237464
2014年8月4日 星期一,24600.08,9.04,0.002753779,0.092591814,1,0.108336401,-0.85,0.462519386,-0.06,0.525460338,0.09,24498,0.98,-1.0443,-0.0138887932,0.015170195
2014年8月5日 星期二,24648.26,8.71,0.001956615,0.074153003,0.1,0.108036986,-0.9,0.395592157,-0.87,0.522940349,-0.05,24515,2.61,0.0721,0.0119046594,0.014342593
2014年8月6日 星期三,24584.13,8.83,-0.002605197,0.069159754,-0.46,0.087240906,-3.07,0.301200688,-1.78,0.520396206,-0.19,24591,2.7,0.9183,0.0265241442,0.0177855606
2014年8月7日 星期四,24387.56,10.29,-0.008027947,0.077897388,-0.44,0.095560862,-1.76,0.204700644,-1.64,0.511876637,-0.54,24500,2.55,0.9795,0.0220528454,0.0163697984
2014年8月8日 星期五,24331.41,9.17,-0.002305058,0.061243739,-1.32,0.096597072,-1.46,0.165266806,-1.26,0.506028976,-0.79,24370,0.49,1.7983,0.0442329212,0.0304675206
2014年8月11日 星期一,24646.02,10.68,0.012847319,0.11106122,1.89,0.103321383,-0.62,0.271663362,0.05,0.502507747,-0.93,24300,2.21,-2.1276,-0.014432719,0.0179254802
2014年8月12日 星期二,24689.41,10.51,0.00175898,0.110926211,1.18,0.103056436,-0.57,0.333854355,1.27,0.490755085,-1.34,24596,2.39,-1.8441,-0.022229514,0.0026390346
2014年8月13日 星期三,24890.34,11.42,0.00810537,0.117290933,0.98,0.104927118,-0.29,0.35054555,1.19,0.481218032,-1.51,24633,1.66,-2.0627,-0.0397854554,-0.0181784206
2014年8月14日 星期四,24801.36,10.22,-0.003581286,0.099229064,-0.04,0.106921868,0.02,0.320911625,0.48,0.457349022,-2.06,24895,1.06,-0.9632,-0.0262340472,-0.0269552166
2014年8月15日 星期五,24954.94,10.55,0.006173308,0.088875873,-1.64,0.105581084,-0.07,0.161121254,-1.85,0.438553425,-2.34,24756,0.53,1.0756,-0.0191160642,-0.0357168514
2014年8月18日 星期一,24955.46,10.58,2.08E-05,0.066820424,-1.67,0.103883971,-0.22,0.282793404,-0.1,0.423411705,-2.31,24904,0.77,1.4996,0.0040030918,-0.0258049852
2014年8月19日 星期二,25122.95,10.62,0.006689135,0.071267191,-0.94,0.09200088,-1.73,0.29365284,0.18,0.411731746,-2.21,24903,1.32,0.8093,-0.0015655186,-0.0189950246
2014年8月20日 星期三,25159.76,8.63,0.001464122,0.061334836,-1.13,0.089992381,-1.79,0.226263402,-0.54,0.395814658,-2.2,25107,0.98,1.2626,0.0106096104,-0.0055610312
2014年8月21日 星期四,24994.1,9.79,-0.006606096,0.07667676,0.39,0.093650263,-1.19,0.149393817,-1.23,0.372738624,-2.28,25113,0.57,-0.1481,-0.0051862738,-0.0015045306
2014年8月22日 星期五,25112.23,7.93,0.004715181,0.072699833,0.56,0.094139954,-1.02,0.083512678,-1.54,0.363303648,-2.07,24995,3.14,-0.7828,-0.0043700636,-0.0014300394
2014年8月25日 星期一,25166.91,7.93,0.002175058,0.072138959,0.26,0.09055072,-1.38,0.080864473,-1.04,0.363041065,-1.8,25103,3.11,-0.8375,-0.0083463398,-0.0070308966
2014年8月26日 星期二,25074.5,7.56,-0.003678643,0.065657974,-0.74,0.088177698,-1.55,0.086929891,-0.68,0.329069513,-2.01,25179,2.43,0.1483,-0.0043611434,-0.0084048418
2014年8月27日 星期三,24918.75,8.17,-0.006230861,0.072548706,0.17,0.090950504,-1.06,0.05629885,-1.13,0.295132001,-2.11,25083,1.67,-0.403,0.0065370144,0.007141274
2014年8月28日 星期四,24741,8.32,-0.007158746,0.074406959,0.97,0.094740273,-0.49,0.047901511,-1.46,0.27367601,-2.04,24932,0.37,-1.1821,0.0188352404,0.0217517132
2014年8月29日 星期五,24742.06,8.32,4.28E-05,0.056896249,-1.78,0.08847689,-1.23,0.102167094,1.37,0.274382953,-1.77,24894,-0.61,2.0681,0.0548556994,0.043422179
2014年9月1日 星期一,24752.09,7.03,0.0004053,0.049453208,-1.52,0.088048884,-1.18,0.149926548,1.68,0.2889391,-1.43,24683,-1.82,2.2163,0.0830147996,0.0686753884
2014年9月2日 星期二,24749.02,6.85,-0.000124038,0.053179031,-0.79,0.087841693,-1.12,0.16251269,1.25,0.300854808,-1.18,24697,-4.6,2.0403,0.1113378804,0.1032200808
2014年9月3日 星期三,25317.95,14.3,0.022727738,0.161493155,1.96,0.117960044,2.63,0.668031696,1.97,0.419079703,0.3,24692,-3.01,-1.3593,-0.0066776782,0.0757297564
2014年9月4日 星期四,25297.92,14.19,-0.000791451,0.145189354,1.05,0.112920644,1.74,0.784151236,1.41,0.473789094,1.04,25315,-1.92,-0.866,0.0025392482,0.0544864028
2014年9月5日 星期五,25240.15,14.26,-0.002286198,0.149444994,0.76,0.112911498,1.54,0.788147594,0.95,0.515833488,1.56,25197,-0.8,-0.8788,-0.0099066854,0.0277863602
2014年9月8日 星期一,25190.45,14.13,-0.001971026,0.153033504,0.51,0.105765996,0.76,0.635067275,0.12,0.557392039,1.94,25161,-0.4,-0.8708,-0.0239839764,-0.00341848
2014年9月10日 星期三,24705.36,17.55,-0.01944473,0.21342355,1.95,0.128360792,2.49,0.397407657,-1.81,0.69863638,2.8,25145,-3.25,-2.5413,-0.104580189,-0.0556735504
2014年9月11日 星期四,24662.64,17.16,-0.001730676,0.112985982,-1.28,0.12485646,1.9,0.517289426,-0.7,0.697144632,2.31,24630,-2.29,1.2365,-0.0031966754,-0.0450261702
2014年9月12日 星期五,24595.32,17.21,-0.002733367,0.109754981,-1.02,0.124611312,1.68,0.593798258,0.06,0.698739151,1.98,24648,-1.58,1.5157,0.0047791348,-0.0331944864
2014年9月15日 星期一,24356.99,17.85,-0.009737309,0.108493526,-0.77,0.126238472,1.6,0.642750979,0.93,0.699386287,1.73,24561,-0.86,1.7339,0.0142128332,-0.0168319494
2014年9月16日 星期二,24136.01,18.23,-0.009113956,0.100589599,-0.67,0.12918461,1.6,0.672817358,1.09,0.690518202,1.49,24409,-0.02,1.9433,0.0306883714,0.0022284428
2014年9月17日 星期三,24376.41,12.94,0.009910945,0.112392717,0.8,0.132415235,1.59,0.07057902,-1.94,0.684313129,1.3,24183,-0.46,0.1029,0.02028017,0.023829526
2014年9月18日 星期四,24168.72,12.94,-0.008556626,0.11771571,1.42,0.134197316,1.5,0.088647571,-1.19,0.670709405,1.11,24375,-0.65,-1.0542,0.0145710504,0.0224974538
2014年9月19日 星期五,24306.16,14.15,0.005670581,0.133479027,1.72,0.135687112,1.42,0.174555509,-0.57,0.670441618,1,24153,1.5,-2.0127,-0.009535115,0.0094097962
2014年9月22日 星期一,23955.49,15.09,-0.014532291,0.149354743,1.57,0.141276173,1.53,0.270017456,0.07,0.673835863,0.92,24292,0.53,-2.1788,-0.0319468202,-0.0052984364
2014年9月23日 星期二,23837.07,12.56,-0.004955593,0.143447655,0.85,0.140506995,1.34,0.226767028,0.79,0.667713087,0.8,23991,-0.12,-1.4579,-0.0301028636,-0.017933179
2014年9月24日 星期三,23921.61,13.17,0.003540303,0.1193673,-1.05,0.142176643,1.3,0.200268803,0.14,0.644004502,0.59,23814,1.62,0.912,-0.0031890024,-0.0164945894
2014年9月25日 星期四,23768.13,13.26,-0.006436627,0.115785077,-1.26,0.142252926,1.19,0.207770701,-0.25,0.623593319,0.39,23878,3.55,1.7183,0.0126241164,-0.003877567
2014年9月26日 星期五,23678.41,12.77,-0.003781945,0.091764785,-1.55,0.14124469,1.03,0.329113008,1.72,0.610714206,0.23,23760,2.69,2.5878,0.0552762492,0.0230971222
2014年9月29日 星期一,23229.21,15.21,-0.019153124,0.116674797,-0.04,0.153145412,1.58,0.260133585,0.33,0.566474354,-0.21,23670,1.93,0.9858,0.0347588008,0.034025675
2014年9月30日 星期二,22932.98,13.09,-0.012834489,0.123131998,0.88,0.156243121,1.67,0.176028272,-1.07,0.499594606,-0.96,23228,2.13,-0.4093,0.0246062162,0.0343934228
2014年10月3日 星期五,23064.56,14.62,0.005721191,0.133534831,1.26,0.159420728,1.86,0.218356606,-0.38,0.422305824,-2,22820,3.09,-0.8678,0.0246440828,0.0420006162
2014年10月6日 星期一,23315.04,16.05,0.010801406,0.176939556,1.74,0.13748447,0.25,0.442772199,1.68,0.439592577,-1.86,22993,2.09,-1.617,-0.020466144,0.0280642186
2014年10月7日 星期二,23422.52,15.49,0.004599307,0.184923989,1.34,0.140514122,0.39,0.449291077,1.22,0.475418483,-1.47,23252,0.75,-1.4138,-0.0331320326,0.0047509222
2014年10月8日 星期三,23263.33,15.62,-0.006819652,0.138637615,-0.52,0.140765671,0.33,0.392536733,0.49,0.472257392,-1.44,23344,-0.21,0.5974,0.0182169006,0.0054209178
2014年10月9日 星期四,23534.53,17.19,0.011590403,0.10465508,-1.46,0.15129501,1.23,0.469639404,0.82,0.475752463,-1.31,23226,-0.77,1.4865,0.0583415406,0.0152584064
2014年10月10日 星期五,23088.54,19.5,-0.019132314,0.185738329,0.87,0.150859012,1.07,0.5056695,1.45,0.421377716,-1.64,23490,1.22,-1.3725,-0.0412017154,-0.0136423002
2014年10月13日 星期一,23143.38,19.72,0.002372388,0.168412047,0.38,0.152152987,1.1,0.492450515,0.77,0.438187654,-1.32,23016,1.53,-1.2028,-0.0389706416,-0.0270320066
2014年10月14日 星期二,23047.97,17.08,-0.004131082,0.161516711,0.35,0.152179575,1.03,0.444377146,-0.41,0.442043701,-1.16,23176,0.78,-1.41,-0.0466265346,-0.03690178
2014年10月15日 星期三,23140.05,15.58,0.003987186,0.163950411,0.26,0.152216353,0.95,0.435593727,-1.26,0.442845661,-1.05,22960,-0.9,-1.2009,-0.0572824068,-0.0501865114
2014年10月16日 星期四,22900.94,16.38,-0.010386925,0.135365605,-1.71,0.153008017,0.97,0.25725374,-1.91,0.422601272,-1.13,23092,-1.92,0.9711,-0.038009382,-0.0656403976
2014年10月17日 星期五,23023.21,15.35,0.00532488,0.093438294,-1.82,0.148833051,0.36,0.445075526,0.37,0.442181631,-0.85,22851,-1.78,1.3844,0.003786569,-0.0473117506
2014年10月20日 星期一,23070.26,15.09,0.002041505,0.092936006,-1.17,0.148201897,0.18,0.496121474,0.98,0.464191159,-0.55,23040,-1.64,1.1024,0.0077216582,-0.0287837412
2014年10月21日 星期二,23088.58,14.8,0.000793781,0.088760566,-0.88,0.145701878,-0.29,0.473639303,0.61,0.492936862,-0.16,23026,0.55,1.3145,0.0237414748,-0.0023881356
2014年10月22日 星期三,23403.97,15.36,0.013567543,0.12283955,0.86,0.14920182,0.22,0.298621435,-0.98,0.491346137,-0.08,23106,0.35,-0.37,-0.0059060916,0.0102654542
2014年10月23日 星期四,23333.18,10.82,-0.003029284,0.088806699,-0.66,0.148708525,0.07,0.204684911,-1.58,0.512736251,0.34,23353,-0.4,1.4628,0.0403311702,0.0317816462
2014年10月24日 星期五,23302.2,10.87,-0.001328605,0.092781494,-0.34,0.147708182,-0.15,0.205359914,-1.03,0.527942155,0.76,23387,-2.09,1.3748,0.0487038828,0.0442605138
2014年10月27日 星期一,23143.23,11.36,-0.00684548,0.110100012,0.69,0.147903328,-0.17,0.215941668,-0.62,0.530101177,1.02,23323,-2.36,-0.0902,0.0376214386,0.0470637864
2014年10月28日 星期二,23520.36,14.13,0.016164132,0.147982449,1.65,0.159975265,1.82,0.34208459,1.57,0.516185664,1.02,23218,-0.34,-1.7227,-0.0044013146,0.0310790936
2014年10月29日 星期三,23819.87,13.06,0.012653677,0.144996638,1.11,0.149872839,0.05,0.399880704,1.55,0.515197061,1.19,23579,0.74,-1.7459,-0.008721776,0.0193414036
2014年10月30日 星期四,23702.04,13.95,-0.004958986,0.149828753,0.89,0.142477564,-1.16,0.370183005,0.79,0.517048377,1.19,23823,1.4,-1.9347,-0.0225970316,-0.0019061478
2014年10月31日 星期五,23998.06,14.75,0.012411873,0.154519032,0.81,0.146923729,-0.27,0.253899852,-0.89,0.521729247,1.2,23705,0.03,-2.4039,-0.0535391852,-0.04050553
2014年11月3日 星期一,23915.97,15.25,-0.003426557,0.141280381,-1.44,0.144254487,-0.98,0.070860765,-1.82,0.500055125,0.53,23943,-0.38,0.0945,-0.0525397524,-0.058980822
2014年11月4日 星期二,23845.66,14.42,-0.002944207,0.127280868,-1.75,0.144432107,-1.05,0.147499065,-0.8,0.463935461,-0.46,23830,-0.69,0.7753,-0.0474641802,-0.0637644466
2014年11月5日 星期三,23695.62,14.89,-0.006312009,0.108465276,-1.66,0.144083285,-1.26,0.26523998,0.42,0.469138932,-0.31,23811,-0.81,1.019,-0.0357864466,-0.0635960326
2014年11月6日 星期四,23649.31,14.94,-0.001956282,0.10461305,-1.19,0.138701569,-2.17,0.301678166,1.1,0.469166641,-0.3,23702,-1.95,0.7892,-0.0397458648,-0.0623645362
2014年11月7日 星期五,23550.24,14.51,-0.004197928,0.023259659,-1.89,0.119886033,-3.54,0.651649461,1.82,0.551854791,1.79,23652,-3.59,1.4943,0.0436378174,-0.0340823704
2014年11月10日 星期一,23744.7,12.46,0.008223336,0.08008429,-0.24,0.122550233,-2.49,0.571880552,0.96,0.540855585,1.35,23504,-2.28,0.1578,-0.009009047,-0.0176653856
2014年11月11日 星期二,23808.28,10.44,0.002674072,0.082661164,0.09,0.120933145,-2.19,0.483714843,0.19,0.527048348,0.88,23741,-0.22,0.0891,-0.0036698588,-0.0008253826
2014年11月12日 星期三,23938.18,10.34,0.005441255,0.072775984,0,0.12141937,-1.84,0.426935502,-0.5,0.509436407,0.3,23763,-0.11,0.3074,0.0129492268,0.0130463814
2014年11月13日 星期四,24019.94,8.01,0.003409645,0.065554829,0.03,0.112779374,-2.16,0.343593748,-1.41,0.519580124,0.54,23912,-0.58,0.2795,0.0254659668,0.0261536106
2014年11月14日 星期五,24087.38,7.82,0.002803733,0.033411115,-1.88,0.112261689,-1.88,0.282198736,-1.37,0.574501249,2.22,23981,-2.95,2.4346,0.0702186502,0.0367322888
2014年11月17日 星期一,23797.08,10.38,-0.012125168,0.100973123,1.34,0.123342083,-0.98,0.353547128,-0.35,0.573638064,1.93,24030,-1.82,-0.6901,0.0159257608,0.0458236408
