Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2014年8月20日,102.28,21.59,11.4051904,-33.00%,32.47221266,8.00%,36.67400561,-55.00%,67.26537895,-70.00%
2014年8月21日,102.63,21.89,11.57381182,-31.00%,32.19263657,6.00%,37.84167021,-52.00%,63.91689948,-77.00%
2014年8月22日,102.29,21.89,6.686466331,-91.00%,29.82622507,-9.00%,59.70228255,-5.00%,64.62707215,-76.00%
2014年8月25日,102.65,20.47,6.26140176,-97.00%,27.66393733,-24.00%,65.10725395,6.00%,65.76241462,-73.00%
2014年8月26日,102.5,19.01,2.533961326,-143.00%,24.46020814,-45.00%,54.30813593,-17.00%,71.16126775,-61.00%
2014年8月27日,102.72,14.64,2.408325559,-145.00%,22.45386681,-58.00%,53.34544609,-19.00%,77.3370227,-48.00%
2014年8月28日,102.46,11.96,2.394052631,-145.00%,20.82841905,-69.00%,31.41119349,-66.00%,81.80484904,-38.00%
2014年8月29日,103.19,6.29,4.142729535,-123.00%,20.13361925,-74.00%,23.94366191,-82.00%,80.70751422,-40.00%
2014年9月1日,102.79,6.92,4.146134585,-123.00%,18.62376199,-84.00%,13.23542225,-105.00%,79.65627681,-42.00%
2014年9月2日,100.34,14.59,15.99438401,25.00%,20.39663099,-72.00%,81.72203688,42.00%,82.93590725,-35.00%
2014年9月3日,102.77,20.21,16.06355876,25.00%,19.4931554,-78.00%,97.49226704,76.00%,86.15504387,-28.00%
2014年9月4日,101.83,20.77,16.2639272,28.00%,17.31496599,-93.00%,93.04443411,66.00%,87.97513702,-24.00%
2014年9月5日,100.82,21.19,15.83222536,23.00%,16.26146381,-100.00%,75.54634044,29.00%,88.61175098,-23.00%
2014年9月8日,100.2,21.3,15.46519292,18.00%,16.06108776,-101.00%,4.253109093,-124.00%,87.74342996,-25.00%
2014年9月9日,99.16,21.47,19.91617554,73.00%,19.21609186,-80.00%,25.80908505,-78.00%,92.68346898,-14.00%
2014年9月10日,98.04,21.81,20.828903,85.00%,22.26659932,-60.00%,35.66590619,-57.00%,98.05295253,-2.00%
2014年9月11日,98.08,20.89,17.68850474,46.00%,25.79207614,-36.00%,33.9591841,-61.00%,97.94834126,-2.00%
2014年9月12日,97.11,20.98,16.86599039,35.00%,29.17383233,-14.00%,31.24150036,-66.00%,98.91210227,0.00%
2014年9月15日,96.65,18.01,13.80969051,-3.00%,33.37691501,14.00%,39.17977731,-49.00%,98.30224959,-1.00%
2014年9月16日,99.05,18.31,13.27420235,-9.00%,34.00510785,18.00%,43.72221919,-40.00%,96.2875528,-6.00%
2014年9月17日,98.97,18.11,15.32606251,16.00%,34.22419712,20.00%,26.97703957,-76.00%,97.09984971,-4.00%
2014年9月18日,97.7,18.53,15.38094822,17.00%,35.02537438,25.00%,20.21122033,-90.00%,97.84220998,-2.00%
2014年9月19日,98.39,19.26,14.18523852,2.00%,35.06743861,26.00%,13.24688535,-105.00%,96.07276322,-6.00%
2014年9月22日,96.97,19.95,12.52602283,-19.00%,35.746172,30.00%,17.82370036,-95.00%,93.40494433,-12.00%
