Date,Price,Open,High,Low,Range %,Volumn,log return,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD,Vol2_5D_SD minus Vol_20D_SD,Fu Price,Fu Open Interest,Fu log return,Fu_VOL_5D,Fu_VOL_5D_SD,Fu_VOL_20D,Fu_VOL_20D_SD,Fu_VOL2_5D,Fu_VOL2_5D_SD,Fu_VOL2_20D,Fu_VOL2_20D_SD,Fu_Vol2_5D_SD minus Vol_20D_SD,VHSI_Price,VHSI change,VHSI_log return,VHSI_VOL_5D,VHSI_VOL_5D_SD,VHSI_VOL_20D,VHSI_VOL_20D_SD,S&P Price,S&P Volume,S&P log return,S&P_VOL_5D,S&P_VOL_5D_SD,S&P_VOL_20D,S&P_VOL_20D_SD,S&P_VOL2_5D,S&P_VOL2_5D_SD,S&P_VOL2_20D,S&P_VOL2_20D_SD,S&P_Vol2_5D_SD minus Vol_20D_SD,S&P Fu Last Price,S&P Fu Open Interest,S&P Fu log return,S&P Fu_VOL_5D,S&P Fu_VOL_5D_SD,S&P Fu_VOL_20D,S&P Fu_VOL_20D_SD,S&P Fu_VOL2_5D,S&P Fu_VOL2_5D_SD,S&P Fu_VOL2_20D,S&P Fu_VOL2_20D_SD,S&P Fu_Vol2_5D_SD minus Vol_20D_SD,label 1 N+1到N+5天短期(5D)vol of vol 的標準化平均減 N到N-4短期(5D)vol of vol 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 (相除),label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 (Ken)
"Friday, February 15, 2013",23444.56,23315.41,23446.77,23284.05,0.006979075212,1.06,0.001336383611,0.07013073403,-1.739693174,0.1065682123,,0.7733823373,0.2134487625,,,,23423,129122,0.0004270219554,0.06489010343,-1.764285721,0.1081333879,,0.8794795217,0.3613375755,,,,14.14,-0.009110021023,-0.00915177102,0.1477934832,-1.691542545,0.6050874977,,1521.38,533981152,0.0006904011505,0.08159054501,-1.755528389,0.08044397947,,0.4562639568,0.1954208958,,,,1518.5,3100819,0.01954727576,0.1011871489,-1.067248276,0.1566838805,,0.248005166,-0.1161149209,,,,-0.3720224534,0.05008753848,0.7142023989,-0.03466771722
"Monday, February 18, 2013",23381.94,23477.49,23477.49,23309.55,0.007153234865,1.03,-0.002674555533,0.0752753239,-1.034191115,0.1069631258,,0.936693256,0.7300383893,,,,23333,127962,-0.003849778046,0.06773204808,-1.066508359,0.1089951381,,1.078780785,0.8453776753,,,,14.41,0.01909476662,0.01891474954,0.1776796746,-1.021080528,0.6053081088,,1519.79,811687552,-0.001045650289,0.0566835371,-1.366332713,0.08101505504,,0.6559553897,1.101402137,,,,1517,3133021,0.01033144464,0.09707351603,-0.8948149823,0.1560532197,,0.2849251197,0.3387814769,,,,-0.6563958752,0.06038254564,0.8021559059,-0.0006410684941
"Tuesday, February 19, 2013",23143.91,23368.22,23454.19,23139.08,0.01348455295,1.43,-0.01023225054,0.1088672562,-0.2729748417,0.1130318192,,0.9029174684,0.629809678,,,,23161,125028,-0.007398837899,0.08909655152,-0.4920669522,0.1120720663,,1.058112238,0.7179745594,,,,14.73,0.02220680083,0.02196382046,0.2072845632,-0.6332055786,0.6108484077,,1519.79,811687552,0,0.0571649705,-0.8946372303,0.08106284244,,0.6767993221,0.9690905113,,,,1517,3133021,0,0.1260093024,0.8580096709,0.1509900917,,0.261166406,0.5704427873,,,,-0.9580197483,0.03711006492,0.3408744394,0.02158367789
"Wednesday, February 20, 2013",23307.41,23310.93,23310.93,23163.86,0.006309057597,1.56,0.007039656794,0.1209595166,0.1351544956,0.1082733083,,0.7994978786,0.2623282548,,,,23221,121124,0.002587211999,0.09050261735,-0.2187280412,0.1061297355,,0.9032219869,0.2338712652,,,,14.15,-0.0393754243,-0.04017160639,0.3992161277,0.2678890475,0.6030011493,,1530.94,571763136,0.007309758417,0.06495159004,-0.4305908569,0.08238733925,,0.527754362,0.1794973242,,,,1528,3091729,-0.01326723344,0.2046253602,1.731539664,0.1594869157,,0.7191088781,1.770090134,,,,-1.289685766,0.0288831062,0.2387832476,0.03568997753
"Thursday, February 21, 2013",22906.67,23026.18,23026.18,22828.17,0.00859934214,2.06,-0.01734320124,0.1523223823,1.379314161,0.1234488956,,0.53875107,-1.60871758,,,,22858,111444,-0.01575587619,0.1149068617,1.454570962,0.1185017257,,0.3217443184,-1.711893418,,,,15.58,0.1010600707,0.09627341635,0.8041142534,1.669595652,0.6926961553,,1511.95,594170816,-0.01248171741,0.1135570773,1.622223877,0.09608849436,,0.3793653398,-1.25288906,,,,1507,3098220,0.002097271683,0.1943005458,0.9664307767,0.1585869339,,0.8157333624,1.259800013,,,,-0.9461942324,0.005532364866,0.03632010466,0.05234370454
"Friday, February 22, 2013",22782.44,22840.32,22850.25,22674.59,0.007690785418,1.62,-0.005438070742,0.1436668836,0.7679020196,0.1230895076,,0.4847430419,-1.187497706,,,,22754,101839,-0.004560211358,0.1057060517,0.672255491,0.1174135123,,0.2861337642,-1.123685941,,,,15.83,0.01604621309,0.01591883345,0.7706361797,0.9941261401,0.6661325254,,1502.42,599309760,-0.00632306701,0.1174195096,1.150801856,0.09940855957,,0.4892034934,-0.4602291785,,,,1501,3092934,-0.001707598062,0.1348810448,-0.3569805594,0.159289853,,0.7335982476,0.6386003082,,,,-0.2187449873,0.02422119132,0.1685927245,0.04766980239
"Monday, February 25, 2013",22820.08,22852.89,22876.03,22777.63,0.004305801148,1.07,0.00165078634,0.1524733091,0.8519231975,0.1237019937,,0.3133343805,-1.226975127,,,,22851,74787,0.004253925941,0.1283364658,1.362087644,0.1194628751,,0.2637044838,-0.7918165518,,,,16.05,0.01389766267,0.01380197568,0.7730192031,0.6709725821,0.6568662149,,1515.6,515547200,0.008734258745,0.1428639392,1.190323653,0.1027600268,,0.5824296528,0.4653240242,,,,1514.5,3098934,0.001938026417,0.1013843037,-1.130897203,0.1366541878,,0.7138676412,0.2955577925,,,,0.6846708992,0.02964260806,0.1944117842,0.0464580476
"Tuesday, February 26, 2013",22519.69,22639.97,22769.07,22510.76,0.01140946742,1.52,-0.01325081249,0.160464514,0.9534117174,0.1302434948,,0.2412148423,-1.074311004,,,,22560,45482,-0.01281645343,0.1419518824,1.290603828,0.1257186148,,0.3157562181,-0.3760424287,,,,18.11,0.1283489097,0.1207554223,1.046189296,1.24236786,0.7621571268,,1487.85,637253824,-0.01847927528,0.1906180775,1.411381614,0.1232876804,,0.7281182828,1.456971149,,,,1487.25,3122471,0.007566494158,0.1234915873,-0.6228347682,0.130220637,,0.7198942588,-0.4809791189,,,,1.394840996,0.03001350572,0.1870413899,0.04450069858
"Wednesday, February 27, 2013",22577.01,22656.4,22656.4,22445.34,0.009315690048,1.68,0.002542094249,0.1402860251,-1.196064641,0.1313013758,,0.1268378654,-1.255541787,,,,22566,27867,0.0002659220864,0.1346374469,0.6478714382,0.1258765447,,0.2335021587,-1.379025872,,,,17.15,-0.05300938708,-0.05446609828,1.11873925,1.296451101,0.7485801473,,1496.94,579446720,0.006090899596,0.1861051544,0.9801478658,0.1253196485,,0.5829341692,0.2364747168,,,,1492.5,3129679,0.002305767838,0.05257253219,-1.333171359,0.1226426905,,0.8186700847,1.113005773,,,,1.665191652,0.06472689671,0.4613923353,0.05517029898
"Thursday, February 28, 2013",23020.27,22826.42,23031.69,22734.84,0.0130046674,2.11,0.01944300027,0.192383004,1.656490371,0.1509719437,,0.3308918028,0.2402619669,,,,22972,119489,0.01783173429,0.1803424431,1.550450268,0.1437535614,,0.4315341066,1.6433814,,,,15.19,-0.1142857143,-0.121360857,1.432938317,1.468267602,0.8933603684,,1515.99,492036288,0.01264566642,0.2028802854,0.9637589775,0.1318587026,,0.5749012455,-0.1932881982,,,,1515.75,3104677,-0.008020759173,0.09143562433,-0.2913700803,0.1283978018,,0.5076329256,-1.663363244,,,,1.354403336,0.003164506614,0.01644899262,0.03769276348
"Friday, March 01, 2013",22880.22,22957.09,23015.68,22868.69,0.006402814991,2.07,-0.006102350306,0.1938335223,1.075527635,0.1518576077,1.818462902,0.3829480492,1.048802051,0.3677848704,,,22853,113863,-0.005193683251,0.1816233002,1.10074461,0.1442311081,1.59501453,0.4073382248,0.8858459059,0.3798374852,,,15.08,-0.00724160632,-0.007267954028,1.42094637,0.9478361196,0.8947263268,2.202197159,1514.68,748922944,-0.0008644953635,0.1947978025,0.4824313513,0.1316784837,1.776604308,0.3733014717,-1.541605721,0.3734383528,,,1513.25,3042309,-0.02029291762,0.1753373462,1.472082617,0.1516145104,0.6089199438,0.7170417682,0.1898770008,0.1686053416,,,0.7928754327,-0.001600371247,-0.008256421427,0.02434507621
"Monday, March 04, 2013",22537.81,22866.51,22866.51,22466.08,0.01751163601,2.17,-0.01507843856,0.2236125203,1.283180907,0.1553055639,1.75542366,0.5133634315,1.333090788,0.3750536906,,,22468,112030,-0.01699032508,0.2160344195,1.361207199,0.1496197623,1.628340727,0.5261524985,1.277699758,0.3864087437,,,16.87,0.1187002653,0.112167534,1.672759977,1.308821072,0.9635124488,2.307280577,1518.2,548455808,0.002321227072,0.1851343722,-0.9348174559,0.1307551807,1.554767302,0.1150110429,-1.51509671,0.4001850225,,,1516.5,2999850,-0.01405447917,0.1818714388,1.033261411,0.1592438393,1.193011949,0.8746397433,1.049982978,0.1736290075,,,0.2744378989,-0.05535255564,-0.2475378193,-0.01385595246
"Tuesday, March 05, 2013",22560.5,22621.6,22661.49,22523.69,0.006091523146,1.84,0.001006246217,0.2022750267,0.3842046984,0.1558090707,1.613218534,0.4874268348,0.7724187969,0.3730908657,,,22419,110588,-0.002183261054,0.1993170699,0.556260367,0.14964523,1.507860227,0.4830364748,0.5953165197,0.3733091051,,,16.15,-0.04267931239,-0.04361684689,1.365755465,-0.1845804475,0.983298771,2.100182952,1525.2,513849664,0.004600126401,0.07991272487,-1.770710078,0.1305750423,1.40693791,0.8055398896,1.214012461,0.3968915039,,,1525.75,2963953,-0.01203843706,0.1330537583,0.1123117962,0.1637682533,1.424434238,0.8762738493,0.7594137648,0.1818186723,,,-0.1032359848,-0.04602850071,-0.2275540459,-0.03423149373
"Wednesday, March 06, 2013",22777.84,22750.58,22808.81,22664.94,0.006323794822,1.76,0.009587544001,0.2129605355,0.6003118563,0.1615339533,1.70706413,0.2101648595,-1.421658547,0.364867921,,,22640,107852,0.009809439719,0.2148144548,0.950623937,0.1562546245,1.719673748,0.2736658395,-1.569779655,0.3441107614,,,15.5,-0.04024767802,-0.04108002574,1.349478834,-0.758808196,0.9668211537,1.74749976,1539.79,522751872,0.00952049449,0.08641826941,-1.035753459,0.1334975661,1.398509864,0.9718618127,1.187102808,0.3874716272,,,1537,2818916,-0.05017143647,0.2689836429,1.494239472,0.2408496065,3.735266692,1.050134176,1.20194059,0.3751915578,,,0.0393654939,-0.06495623765,-0.3050153752,-0.0570086239
