Date,Price,Open,High,Low,Range %,Volumn,log return,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD,Vol2_5D_SD minus Vol_20D_SD,Fu Price,Fu Open Interest,Fu log return,Fu_VOL_5D,Fu_VOL_5D_SD,Fu_VOL_20D,Fu_VOL_20D_SD,Fu_VOL2_5D,Fu_VOL2_5D_SD,Fu_VOL2_20D,Fu_VOL2_20D_SD,Fu_Vol2_5D_SD minus Vol_20D_SD,VHSI_Price,VHSI change,VHSI_log return,VHSI_VOL_5D,VHSI_VOL_5D_SD,VHSI_VOL_20D,VHSI_VOL_20D_SD,S&P Price,S&P Volume,S&P log return,S&P_VOL_5D,S&P_VOL_5D_SD,S&P_VOL_20D,S&P_VOL_20D_SD,S&P_VOL2_5D,S&P_VOL2_5D_SD,S&P_VOL2_20D,S&P_VOL2_20D_SD,S&P_Vol2_5D_SD minus Vol_20D_SD,S&P Fu Last Price,S&P Fu Open Interest,S&P Fu log return,S&P Fu_VOL_5D,S&P Fu_VOL_5D_SD,S&P Fu_VOL_20D,S&P Fu_VOL_20D_SD,S&P Fu_VOL2_5D,S&P Fu_VOL2_5D_SD,S&P Fu_VOL2_20D,S&P Fu_VOL2_20D_SD,S&P Fu_Vol2_5D_SD minus Vol_20D_SD,label 1 N+1到N+5天短期(5D)vol of vol 的標準化平均減 N到N-4短期(5D)vol of vol 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 (相除),label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 (Ken)
"Friday, June 24, 2016",20259.13,20483.51,21034.18,19662.7,0.06695532162,4.08,-0.02962762177,0.2820191284,0.9713175707,0.2004740983,1.786883724,1.200813718,1.262824882,0.258361256,0.24375937,1.019065512,20156,85897,-0.03591216382,0.3421713909,1.31128177,0.2170237058,2.474096377,1.461135197,1.544558768,0.2994418054,0.3232650224,1.221293746,28.2,0.1307137129,0.1228490377,1.017161315,1.170427417,0.936656399,1.483237986,2113.32,531486240,0.01327551131,0.1045942799,1.779616463,0.07789854512,-1.180273522,0.3115199418,1.628989995,0.2110218354,1.873802831,-0.244812836,2105.75,2767191,-0.004268500026,7.267968151,-1.129435328,4.865841189,1.598157607,17.7725031,-1.67047227,31.18734111,2.025417287,-3.695889557,-0.0247485062,-0.04949309678,-0.1754955313,0.02398139911
"Monday, June 27, 2016",20227.3,19982.66,20329.16,19969.47,0.01800010609,1.85,-0.00157237902,0.2447000599,0.4255154632,0.1975819348,1.469773191,1.22357118,0.8666377527,0.2732936988,0.7648809074,0.1017568453,20115,63787,-0.002036205417,0.3112151316,0.7332649157,0.2137267367,2.065477847,1.598764919,1.12732872,0.3261261543,1.002444795,0.1248839251,25.25,-0.1046099291,-0.1104958222,1.342889537,1.520814765,1.036159679,1.758808066,2037.41,1417686656,-0.03658077723,0.3078001611,1.759651327,0.1531708438,3.154343661,1.70837254,1.778940225,0.290372015,3.098309019,-1.319368794,2018.5,2936291,0.05931449403,3.448663919,-1.636003213,4.870824251,1.421170043,37.42690321,-0.4884970063,32.4692401,1.831252563,-2.319749569,-0.5998159541,-0.01835948261,-0.07502851702,0.01443828736
"Tuesday, June 28, 2016",20172.46,19898.75,20196.2,19898.75,0.01494817514,1.98,-0.002714869281,0.2271959885,0.1943262338,0.1972606125,1.314461103,1.224688565,0.5659376142,0.2873549808,1.273245824,-0.7073082094,20153,36820,0.001887355284,0.3041288367,0.4786175254,0.2130780537,1.753591694,1.650772011,0.8282041314,0.357760906,1.698443296,-0.8702391647,24.73,-0.02059405941,-0.02080907419,1.344511015,0.9777087181,1.037973905,1.551759295,2000.54,894062528,-0.01826224926,0.310439505,1.094367853,0.1629164963,2.755583363,2.062647596,1.272198995,0.3736312322,3.215237572,-1.943038577,1985,2971282,0.01184628923,0.4227920204,-1.472953289,4.870988724,1.274148563,54.15555134,0.5056803419,33.25137642,1.653507093,-1.147826751,-0.9564662687,0.00267354094,0.01176755345,0.0176654461
"Wednesday, June 29, 2016",20436.12,20217.07,20456.58,20217.07,0.01184691946,1.61,0.0129856156,0.2519958409,0.4395312803,0.2004792821,1.331406423,1.256192825,0.7947559152,0.3001441357,1.655379149,-0.8606232339,20349,16850,0.009678609947,0.2937247374,0.2573911982,0.2142038545,1.578495869,1.654998101,0.6580958979,0.3827321471,2.054972066,-1.396876168,22.35,-0.09623938536,-0.1011907605,1.517344145,0.96009917,1.105032776,1.650368484,2036.09,727735808,0.01761415792,0.3575956564,0.9551799878,0.1776910488,2.590553316,2.156090035,0.9034369025,0.4675040479,3.092480153,-2.189043251,2028.5,2938555,-0.01107554558,0.4425001933,-0.9675440446,4.871171568,1.149700506,55.59669428,0.7915955459,33.55009306,1.484833365,-0.6932378191,-1.43790936,-0.02479094154,-0.09837837583,0.009990359722
"Thursday, June 30, 2016",20794.37,20736.85,20828.03,20614.65,0.01028989456,2.1,0.01737835355,0.292253793,1.211771878,0.2105464993,1.626181507,0.427340859,-1.786140327,0.3201225275,2.06953755,-3.855677878,20947,95933,0.02896366739,0.3747046935,1.498242005,0.2380396166,2.117950337,0.524640165,-1.765171977,0.4333743401,2.547800207,-4.312972185,21.72,-0.02818791946,-0.02859282599,1.484273303,0.7231134579,1.109099381,1.4883149,2070.77,700682624,0.01688921675,0.391542894,0.869848766,0.1893529637,2.364657715,1.77293228,0.2287632712,0.562383989,2.891273484,-2.662510213,2066.75,3014342,0.02546360031,0.4438144368,-0.6504929756,4.871985504,1.041675233,47.86400804,0.3398218545,33.39601023,1.320321412,-0.9804995578,-0.7294010769,-0.0827197092,-0.2830406694,-0.05009887839
"Monday, July 04, 2016",21059.2,20967.47,21166.02,20840.64,0.01551832434,1.9,0.01265524229,0.1464844759,-1.602855363,0.2147085216,1.604025015,0.8521463541,-0.4027735254,0.3393614058,2.240851323,-2.643624848,21038,98786,0.004334888293,0.1931569675,-1.564813202,0.2381243374,1.819422023,1.037080172,-0.5102016333,0.4697909298,2.532640103,-3.042841736,21.23,-0.02255985267,-0.02281821935,0.7143322178,-1.735090308,1.111288415,1.352351646,2102.95,560020608,0.01542060209,0.3968724412,1.031489833,0.1977228295,2.13355005,0.6774981964,-1.69456845,0.6502133396,2.668992586,-4.363561035,2096.25,2964059,-0.01682195147,0.487214708,-0.4187215104,4.872415497,0.9455555125,21.29820913,-1.545379101,32.78053496,1.152782036,-2.698161137,-0.6437555478,0.07702528397,0.5258255765,-0.009016271781
"Tuesday, July 05, 2016",20750.72,20919.52,20945.98,20737.16,0.009982064598,1.26,-0.01475657441,0.2137727884,-0.2339998907,0.2208034639,1.691352206,0.8525963987,-0.2069295055,0.3445848067,2.027226208,-2.234155714,20725,93408,-0.0149896253,0.2511372575,-0.4797389213,0.2442357818,1.77611887,1.066594381,-0.2520826517,0.4916466841,2.314935537,-2.567018189,21.6,0.01742816769,0.01727803897,0.684348093,-1.117729112,1.111812723,1.235598686,2102.95,560020608,0,0.2467344788,-1.495469524,0.1974587501,1.819398218,0.9967814185,-0.8119602362,0.7188345548,2.423373803,-3.235334039,2096.25,2964059,0,0.2722670905,-1.714500013,4.872262224,0.8584483371,1.309687159,-1.456826106,31.6832249,0.9737615381,-2.430587644,-0.5917830767,0.009137515191,0.04274405203,-0.003430273734
"Wednesday, July 06, 2016",20495.29,20475.4,20560.06,20304.39,0.01248669135,1.68,-0.01238584122,0.2448407493,0.2754362374,0.2240540746,1.667855626,0.8628521412,0.04306767259,0.3439595756,1.746825416,-1.703757743,20510,89894,-0.01042812894,0.2775916472,-0.00712320314,0.2466847964,1.653332858,1.050574615,-0.04047364824,0.5029528949,2.051724711,-2.092198359,22.9,0.06018518519,0.05844359587,0.9428262743,-0.3089628703,1.129710261,1.215071484,2088.55,656770496,-0.006871075583,0.1792133493,-1.396626108,0.1987139249,1.614262195,1.53648195,0.1827852107,0.7757071097,2.208995211,-2.02621,2082.75,2990285,0.008809087817,0.2660474834,-1.108613412,4.872305028,0.7789617145,1.665633263,-0.9408960046,30.04308044,0.7697551043,-1.710651109,-0.4904401596,-0.04070206732,-0.1662389428,-0.02573084747
"Thursday, July 07, 2016",20706.92,20606.68,20731.12,20576.74,0.007491745395,1.16,0.01027284027,0.23867269,0.2150936579,0.220984838,1.395970631,0.8463547261,0.4095881944,0.3376258978,1.432194309,-1.022606114,20706,90988,0.00951094126,0.2773594412,0.03915991693,0.2422589944,1.365485474,1.041590367,0.415304464,0.505747566,1.785611818,-1.370307354,21.51,-0.06069868996,-0.06261896728,0.7394877592,-0.5179914797,1.144284953,1.212670936,2099.73,656260672,0.005338719739,0.1605806269,-1.008275597,0.1988758642,1.435437024,1.801266223,0.8911965179,0.821891644,2.021563693,-1.130367175,2094,2991181,0.0002995921089,0.244133202,-0.8672837856,4.87227872,0.7060183765,1.804053255,-0.6375934979,27.77281916,0.5197192551,-1.157312753,-0.3993587576,-0.05187870893,-0.2173634065,-0.04041091822
"Friday, July 08, 2016",20564.17,20622.83,20645.59,20468.53,0.008585630585,1.23,-0.006917702889,0.2038997151,-0.1440385682,0.221825791,1.363466508,0.6209644449,-1.785942384,0.3123379228,0.8525603223,-2.638502706,20559,90488,-0.007124712072,0.163347968,-1.335970868,0.2431619186,1.289123354,0.8219121102,-1.777915881,0.4859734141,1.412111303,-3.190027184,21.81,0.01394700139,0.01385063693,0.725050273,-0.3492769004,1.13967119,1.155573465,2097.9,553885504,-0.000871920639,0.1329066748,-0.8544898188,0.1988049104,1.283253799,1.678590637,0.7088811736,0.854701894,1.843256114,-1.13437494,2092,2972636,-0.006219191425,0.150708257,-1.078973623,4.872244235,0.6403476812,1.962159078,-0.4155014925,24.69871143,0.1828452351,-0.5983467276,0.2619717951,-0.03994745533,-0.1959171709,-0.04558182399
"Monday, July 11, 2016",20880.5,20951.17,20972.85,20840,0.006340934659,2.06,0.01526546805,0.2163628564,-0.4100098803,0.2261522208,1.508428773,0.2767093682,-1.640144287,0.289503749,0.3151342165,-1.955278503,20875,94327,0.01525346947,0.2092822183,-0.5384228207,0.2446438658,1.229314795,0.7801732866,-1.237071622,0.4709519336,1.142895048,-2.379966671,20.92,-0.04080696928,-0.04166294102,0.7744289507,0.01198821658,1.136950255,1.156604929,2129.9,603899968,0.01513818587,0.1311949169,-0.8233297146,0.2062261588,1.272485798,0.7506250799,-1.321543792,0.8805639227,1.687633365,-3.009177157,2120.5,2990354,0.005942673774,0.09259141959,-1.413444087,4.816649163,0.5341295223,1.264149038,-1.101807737,21.85688141,-0.1786947621,-0.923112975,1.046448679,-0.07957719949,-0.367795105,-0.08672410293
"Tuesday, July 12, 2016",21224.74,21046.94,21252.64,20957.26,0.01403434418,2.03,0.01635177333,0.2107755071,-0.6781115371,0.2129318469,0.7037365251,0.2840740967,-1.020634408,0.2832560064,0.1010258649,-1.121660273,21277,97930,0.01907440635,0.2112377821,-0.3354783581,0.2401328883,0.9787062933,0.7819955434,-0.8163343884,0.4620319364,0.9578933075,-1.774227696,19.95,-0.04636711281,-0.04747649586,0.8038027123,0.07678480178,0.9285338703,-0.3955365661,2137.16,530575168,0.003402814587,0.1292429909,-0.7803661303,0.2033140026,1.100539707,0.353646676,-1.36818654,0.8981157564,1.544559162,-2.912745702,2130.25,2989265,-0.0003642372573,0.09306409594,-0.9279902122,4.755156235,0.4136516623,1.304268722,-0.9630040356,18.61096381,-0.6450383743,-0.3179656613,1.290986102,-0.09620275075,-0.4564228172,-0.1083375472
"Wednesday, July 13, 2016",21322.37,21356.64,21441.23,21279.77,0.007560178006,1.88,0.00458927393,0.1509826414,-1.638151418,0.2110893212,0.5279144075,0.5151086615,0.02691231673,0.2737258969,-0.1996387656,0.2265510824,21316,99507,0.001831287343,0.1672341908,-0.8366451411,0.2359889558,0.7546451622,0.7297046802,-0.8299278897,0.4448755007,0.7146900419,-1.544617932,19.62,-0.01654135338,-0.0166796892,0.4763376959,-1.738934839,0.8857518989,-0.764481249,2152.14,611009216,0.006984851096,0.09353922215,-1.508009246,0.2013989462,0.965083817,0.3784769401,-0.8753134582,0.9048930325,1.401234207,-2.276547665,2145.75,2954643,-0.01164970641,0.1068366198,-0.4772475825,4.559460355,0.1401793773,1.018837532,-1.141109815,15.50821345,-1.147864753,0.006754937815,1.080627849,-0.04518638739,-0.2992820033,-0.09834242797
"Thursday, July 14, 2016",21561.06,21297.54,21581.42,21242.93,0.01589338487,2,0.01113215361,0.1519491854,-1.07041982,0.2133900756,0.5860142144,0.5167542419,0.4798274837,0.256753304,-0.6957987139,1.175626198,21586,100960,0.01258699197,0.1707118452,-0.5737160599,0.238529198,0.7664775279,0.3777168151,-1.759776275,0.4210688617,0.4132398493,-2.173016124,19.24,-0.01936799185,-0.0195580089,0.3851616772,-1.307737539,0.8773518298,-0.8738738251,2152.43,522404448,0.0001347405202,0.1026992074,-0.826761088,0.2010662143,0.8675178498,0.2921867758,-0.6861275674,0.8979180237,1.24391651,-1.930044077,2146,2971143,0.005568895887,0.1208494168,0.332726075,4.208648321,-0.397093142,0.3835659465,-1.411673799,12.82808348,-1.574091798,0.1624179995,0.6879547466,-0.05775117314,-0.380068988,-0.0925959688
"Friday, July 15, 2016",21659.25,21589.08,21739.21,21515.35,0.01036913106,1.84,0.004543704982,0.08969110841,-1.431392135,0.1940091875,-0.6644598481,0.8235753172,1.520908322,0.2486725419,-0.9376088006,2.458517123,21731,102185,0.006694856134,0.108936386,-1.55179194,0.2226951471,0.09468242359,0.6602726642,-0.03380967431,0.3962862095,0.09081033436,-0.1246200087,18.82,-0.02182952183,-0.02207131108,0.2230184719,-1.23130747,0.8337919755,-1.229082147,2163.75,538126272,0.005245391043,0.08910545485,-1.009893855,0.2009260018,0.7808618207,0.3151798832,-0.5444109944,0.8735288742,1.05635092,-1.600761914,2157.25,2972196,0.0003543462727,0.1128926093,0.6176177791,3.998419778,-1.003719671,0.1965178979,-1.243424797,9.799258453,-1.926988615,0.6835638176,-0.4647498005,0.006928818063,0.0772520062,-0.06733233329
"Monday, July 18, 2016",21803.18,21656.88,21822,21616.16,0.009504600847,1.41,0.006623215782,0.08052984221,-1.058954765,0.1940237813,-0.7271007674,0.8433158835,1.044869371,0.238966531,-1.168847604,2.213716975,21760,104623,0.00133360945,0.1196966764,-0.8619574277,0.2229436806,0.02009784013,0.6605502642,0.118318732,0.366488621,-0.309172894,0.427491626,19.48,0.03506907545,0.03446816406,0.4744267306,0.008858192531,0.843557866,-1.155670086,2161.74,653723648,-0.0009293745424,0.05308329183,-1.473372207,0.2011876914,0.7061835072,0.435827154,1.43802158,0.838025818,0.8506233389,0.5873982408,2152.75,2929258,-0.0145519249,0.1359847361,1.380680731,3.955869272,-2.476521149,0.2536282136,-0.7569423724,4.803119867,-2.281572791,1.524630419,-1.40428917,0.01919211916,0.2383230693,-0.03706369555
"Tuesday, July 19, 2016",21673.2,21734.34,21767.88,21612.6,0.007144454352,1.3,-0.005979356481,0.09971100423,-0.4325706114,0.1908177742,-0.9467087292,0.545397664,-0.6116521935,0.238140501,-1.156997918,0.5453457246,21670,103882,-0.004144606439,0.09994944307,-1.000955255,0.2188470579,-0.2480804565,0.5290089567,-0.4465636481,0.3397389716,-0.7003782104,0.2538145623,19.33,-0.007700205339,-0.007730004994,0.3719799041,-0.1374207795,0.8355344838,-1.203562671,2166.89,492298272,0.002379506879,0.05305194064,-1.07210836,0.2002336497,0.6124287288,0.373781448,0.2588505571,0.7881863764,0.6038615133,-0.3450109562,2160,2948315,0.006484672085,0.1552560116,1.48188438,1.767953918,-3.869880306,0.3095034922,-0.3668473001,11.48851708,-1.406407053,1.039559753,-1.342539977,-0.006000502423,-0.06017893882,-0.02086225455
"Wednesday, July 20, 2016",21882.48,21646.39,21895.23,21632.51,0.01213689673,1.46,0.009609842416,0.10710013,0.04709104694,0.1915975336,-0.90221683,0.4395397766,-1.041034304,0.2372093763,-1.156206138,0.1151718336,21890,108099,0.01010109599,0.107381456,-0.4897902103,0.2198806797,-0.3059205767,0.4522511899,-0.6666227533,0.3094172647,-1.137967236,0.4713444824,18.89,-0.02276254527,-0.02302561171,0.3855993004,0.1934507327,0.8360758488,-1.180289657,2163.78,525463328,-0.001436267614,0.04369232833,-0.950678227,0.2001855376,0.5373270917,0.4113426201,0.7453682566,0.7218996615,0.288694343,0.4566739137,2158.75,2949823,0.0005113478297,0.1339200835,0.1320790816,0.2616715942,-3.397730513,0.2571467005,-0.3259895838,19.04685205,-0.5459827653,0.2199931815,-0.6185868672,-0.02462125978,-0.2298901018,-0.02331738388
"Thursday, July 21, 2016",22000.49,21971.97,22118.22,21913.16,0.009332799926,1.62,0.005378409186,0.09395797672,-0.02388306177,0.1914500747,-0.9157041118,0.1595459895,-1.413298741,0.236765484,-1.170192641,-0.2431061005,22003,106425,0.005148896163,0.08662151597,-1.462058149,0.2170518732,-0.5689805549,0.1943038436,-1.585306751,0.2823424209,-1.49380704,-0.09149971165,18.57,-0.01694017999,-0.01708530615,0.3811353424,0.153440351,0.8206128539,-1.269259538,2173.02,506695648,0.004261212867,0.04771131627,-0.5285243826,0.2003448971,0.4670863006,0.2888681771,-1.222246579,0.6335148859,-0.149828121,-1.072418458,2167.5,2941964,-0.002667783021,0.1234320349,-0.5611056102,0.2610999425,-2.568057756,0.2508056693,-0.06784734339,23.78065723,-0.01254635663,-0.05530098676,0.2592161961,-0.01898974789,-0.2021089486,-0.01922978347
"Friday, July 22, 2016",21964.27,21913.04,21972.87,21832.43,0.006408969271,1.16,-0.001647683654,0.1018006792,0.5103469121,0.1920766035,-1.135174549,0.161149012,-0.9357637074,0.1990828918,-1.933776076,0.9980123681,21992,105500,-0.0005000568351,0.08667319776,-0.9474890158,0.2167707024,-1.005919227,0.2243610849,-0.9395852176,0.1993213944,-2.311699618,1.372114401,18.18,-0.02100161551,-0.02122528662,0.3790819212,-0.452838046,0.8127123687,-1.293739212,2165.17,565301120,-0.003619024786,0.05004742246,0.1339258964,0.2009376479,0.42500041,0.06284124207,-1.663200427,0.4675057355,-0.985617407,-0.67758302,2158,2924164,-0.006068757665,0.1242196966,-0.8042629324,0.2630703714,-2.10960722,0.2041460652,-1.362693701,27.20197343,0.3759376144,-1.738631316,1.158933529,-0.02349141964,-0.2307589676,-0.01831066687
"Monday, July 25, 2016",21993.44,22071.77,22071.77,21878.88,0.008739217562,1.23,0.001327184891,0.09604001673,-0.716805262,0.150125288,-3.02410133,0.08154105766,-0.9678138191,0.2817323553,-0.009458805492,-0.9583550136,22050,91317,0.00263385103,0.08616695648,-0.7360175259,0.1623887111,-3.30585868,0.1551083093,-0.9279240739,0.3086712071,-1.047432788,0.1195087143,18.03,-0.008250825083,-0.008285051534,0.1134640966,-1.787329884,0.6283751832,-2.206134156,2175.03,535182624,0.004543577237,0.05729759954,1.341669276,0.1967133849,0.1701931547,0.08208360473,-0.9938058798,0.2193136292,-2.139803234,1.145997354,2167.5,2948052,0.008135985383,0.0953373565,-1.439065141,0.262493288,-1.805124567,0.3430203432,1.294961331,29.77126749,0.6707348556,0.6242264754,2.065578935,-0.007992379856,-0.08321926764,-0.0116743245
"Tuesday, July 26, 2016",22129.73,21890.89,22300.51,21890.89,0.01871189339,2,0.006177726281,0.06965370636,-1.671104072,0.148750957,-2.436433534,0.2285254372,0.1060759851,0.3427327775,1.296766378,-1.190690393,22108,65172,0.002626932078,0.06277233951,-1.465994834,0.1607381365,-2.6037978,0.2506876642,-0.04023830256,0.3858083951,-0.1800444012,0.1398060987,18.02,-0.0005546311703,-0.000554785035,0.1498888549,-0.9582196211,0.5386382404,-2.24324273,2168.48,544409408,-0.003015996263,0.06297542664,1.37483424,0.1379863656,-3.395835899,0.1227461938,-0.4694914249,0.2599903447,-1.918172225,1.4486808,2162.25,2933070,-0.00509495719,0.09084120262,-1.183047761,0.1588768545,-1.62249244,0.3047148072,0.6137478402,31.83109682,0.9056338719,-0.2918860317,2.208676249,0.04184981965,0.6008268883,0.01779302421
"Wednesday, July 27, 2016",22218.99,22193.31,22277.24,21997.88,0.01258757707,2.02,0.004025375277,0.0509419718,-1.467202434,0.1463225769,-2.111547155,0.3412158606,1.510784626,0.3945752083,2.057659252,-0.5468746265,22168,36980,0.00271027359,0.03184051919,-1.618077315,0.1605719992,-2.165360714,0.3823668998,1.630521443,0.4458975372,0.4868963278,1.143625115,18.45,0.02386237514,0.02358211831,0.2813410674,0.1623490445,0.5570625968,-1.82673652,2169.18,552977664,0.0003227546678,0.06140851766,0.8146891061,0.1133681643,-3.312468987,0.1075681548,-0.2798962478,0.3726400495,-1.403519173,1.123622925,2163.25,2934771,0.000579770327,0.09091593522,-0.8097673098,0.1525924477,-1.439980693,0.2751060538,-0.008585176209,33.33403364,1.071711253,-1.080296429,1.569986508,0.08788833795,1.725263763,0.05635143958
"Thursday, July 28, 2016",22174.34,22134.12,22214.72,22053.51,0.007283325472,1.66,-0.002011564127,0.05640477004,-0.8074680141,0.1449149454,-1.851167094,0.3649503975,1.082590351,0.4383217447,2.333143495,-1.250553145,22143,17952,-0.001128388105,0.03039159719,-1.052753551,0.1607678584,-1.85871118,0.4399659084,1.273857923,0.4949700334,0.9822497241,0.2916081985,18.36,-0.00487804878,-0.004889985294,0.2600734165,0.2184134417,0.4539760855,-1.979728754,2166.58,672506752,-0.00119932852,0.05181659296,-0.8581640543,0.1026701253,-2.764909082,0.09050289311,-0.1145927836,0.4863229347,-0.8930714038,0.7784786202,2160.5,2924284,-0.003579761992,0.09217705318,-0.4534013524,0.1480307991,-1.290374999,0.2283203854,-0.7605879339,34.34962864,1.173890857,-1.934478791,0.8072331893,0.1165890536,2.067006984,0.09802559482
"Friday, July 29, 2016",21891.37,22055.95,22152.75,21830.46,0.01461238351,1.8,-0.01284326927,0.1185058331,1.413708604,0.1478137842,-1.534211769,0.4513665833,1.106150928,0.466426224,2.271949693,-1.165798765,21774,117227,-0.016804822,0.1339986025,1.507370655,0.1490138417,-1.893745568,0.6841588985,1.492812599,0.5470288957,1.436845029,0.05596756934,18.27,-0.004901960784,-0.004914014802,0.2051819815,0.04488370057,0.4487487193,-1.740608094,2170.06,570797376,0.001604929506,0.04548596105,-1.431815462,0.08886166176,-2.478713549,0.1143162713,0.646458396,0.5987294356,-0.3881357425,1.034594138,2164.75,2925225,0.0003217364083,0.08148002704,-1.674418177,0.1128414659,-1.176158267,0.08219962903,-1.627556302,34.94858052,1.218918095,-2.846474397,-0.07703223563,0.07429196306,0.626905538,0.1144885366
"Monday, August 01, 2016",22129.14,22027.65,22260.95,22027.65,0.0105912342,1.87,0.0108027968,0.1447319031,1.369044815,0.1462757782,-1.408627045,0.6572720043,1.552730018,0.4867824224,2.135891468,-0.5831614501,22120,116589,0.0157655792,0.1852062416,1.410487877,0.1567763024,-1.473856857,1.084544687,1.571018599,0.5754563603,1.584774133,-0.01375553372,17.86,-0.02244116037,-0.02269679494,0.2634497371,0.5824136957,0.4486980716,-1.542631524,2173.6,796477568,0.00162996219,0.03153484095,-1.48645205,0.0742174748,-2.288226774,0.2040783943,1.723520354,0.7073244258,0.09819757499,1.625322779,2168.25,2881534,-0.01504860957,0.1008707472,1.39804429,0.1097820386,-1.06432772,0.1091622184,-0.9126868899,35.11456574,1.206554719,-2.119241609,-1.169252481,0.06225512053,0.4301409655,0.1189393867
"Wednesday, August 03, 2016",21739.12,21743.32,21822.22,21725.38,0.004453781667,1.74,-0.01778188954,0.186933152,1.296166027,0.1513109343,-1.123811247,0.9238077274,1.539290733,0.4899455097,1.878634928,-0.3393441949,21679,112109,-0.02013812661,0.2338894628,1.216940913,0.1652343988,-1.119259537,1.445657114,1.414100921,0.5817835442,1.519478683,-0.1053777618,18.67,0.04535274356,0.04435438211,0.4226536422,1.675230303,0.4787321719,-1.279800523,2157.03,625147776,-0.007652503614,0.06134335133,0.8834833319,0.08112632684,-1.820911521,0.1981071481,1.024836365,0.7779115283,0.4077269897,0.6171093751,2152.75,2902982,0.007415693306,0.1312514278,1.669265746,0.1141171603,-0.9621340481,0.3034828236,1.04776546,34.84745942,1.140430036,-0.09266457648,-1.693968342,0.007108156199,0.03802512353,0.08253778223
"Thursday, August 04, 2016",21832.23,21873.36,21922.42,21788.31,0.006131202522,1.05,0.004273915852,0.1875758905,0.8925046374,0.1410331032,-1.314049799,0.8670118588,0.8691548504,0.4930299694,1.683811222,-0.8146563719,21812,112656,0.006116227017,0.2411098134,0.8793750757,0.1587048113,-1.171913788,1.375396486,0.8476377723,0.5845044473,1.439648182,-0.5920104099,18.19,-0.0257096947,-0.02604596502,0.4467921614,1.178314455,0.414500004,-1.398202523,2163.79,547067200,0.003129038245,0.06817945191,1.16014862,0.07537953907,-1.680241594,0.2258736868,0.9870993666,0.8390709188,0.6680192706,0.3190800959,2157,2900807,-0.0007495103981,0.1298979822,1.012690386,0.1080573949,-0.8739788109,0.3568159045,1.180165047,34.14570044,1.024902293,0.1552627544,-1.500345977,-0.006508347385,-0.03469714241,0.04223723334
"Friday, August 05, 2016",22146.09,21961.05,22193.29,21961.05,0.01057508635,1.2,0.01427363886,0.2272223396,1.285758956,0.1443846199,-1.0955075,0.6695275183,-0.2352871489,0.4873199998,1.456322871,-1.69161002,22123,115380,0.01415751426,0.2719803814,1.085302704,0.1620254194,-0.9797998891,0.8592292713,-0.7065737407,0.5803147978,1.316627233,-2.023200974,17.67,-0.02858713579,-0.0290037062,0.4849356267,0.980458651,0.3748034991,-1.428725978,2164.25,501016000,0.0002125673523,0.06800049516,0.8182145149,0.0743494729,-1.498276885,0.2539968374,1.046162332,0.8859202904,0.8569082638,0.1892540679,2159.25,2885181,-0.005401337849,0.1316358682,0.7272841009,0.1086779383,-0.7900346684,0.362518949,0.8759929955,32.97548574,0.8611558122,0.0148371833,-0.9993653391,-0.07047330701,-0.3101513132,-0.01624479108
"Monday, August 08, 2016",22494.76,22324.18,22503.28,22260.07,0.0108944651,1.45,0.01562143599,0.2175256956,0.7659964643,0.1452695843,-0.9734937535,0.5124608956,-1.273261561,0.4715487218,1.182669018,-2.455930578,22448,118908,0.01458373203,0.2405865558,0.1927918484,0.1618068495,-0.8938306961,0.4966810652,-1.427310548,0.5677680158,1.131483894,-2.558794442,17.19,-0.02716468591,-0.02754046694,0.5031233091,0.8289049343,0.3688649004,-1.349868417,2182.87,577388096,0.008566643604,0.09307685895,1.301235632,0.07780203423,-1.285006711,0.3495158028,1.672213588,0.9155618529,0.9647913621,0.7074222262,2176.75,2882132,-0.001057338238,0.1300004127,0.3943925894,0.1074340378,-0.7124545198,0.2120850384,-0.526514347,31.2856074,0.6472076741,-1.173722021,-0.1358554266,-0.09156398845,-0.4209341255,-0.06683608901
"Tuesday, August 09, 2016",22465.61,22464.1,22496.75,22402.91,0.004177331832,1.35,-0.001296697696,0.2156780404,0.4687559847,0.1407976835,-1.042885735,0.2943228848,-1.387827372,0.4432804872,0.8412657395,-2.229093112,22429,114407,-0.0008467589694,0.2270526494,-0.9214981765,0.1575126058,-0.9240477072,0.2734094064,-1.186665654,0.5481309982,0.9069454377,-2.093611091,16.85,-0.01977894124,-0.0199771626,0.4999042356,0.8052141188,0.3533652207,-1.344207341,2180.89,495554912,-0.0009074743505,0.09403739607,1.108698984,0.06081818172,-1.406455645,0.2449817436,-0.1661190961,0.9461367845,1.070590495,-1.236709591,2175.5,2855905,-0.009141517436,0.0983229136,-1.786392514,0.106829686,-0.6383744529,0.2301458483,-0.9000522679,29.07519684,0.3869399933,-1.286992261,0.41629486,-0.1204878489,-0.5586468082,-0.1117968321
