Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2016年10月28日,219.35,13.78,52.28861444,50.00%,59.11320718,-75.00%,238.0734291,31.00%,233.5308913,-51.00%
2016年10月31日,220.5,13.42,41.44918817,2.00%,60.68843469,-71.00%,127.9695638,-50.00%,236.2331878,-49.00%
2016年11月1日,222.9,13.18,47.11440544,27.00%,67.40957452,-54.00%,75.33485194,-89.00%,240.9343895,-45.00%
2016年11月2日,223.05,12.3,39.38861765,-7.00%,73.45600187,-38.00%,72.97618967,-91.00%,241.6084847,-44.00%
2016年11月3日,224.9,10.53,31.34722954,-42.00%,81.37148295,-18.00%,112.722996,-61.00%,241.6421877,-44.00%
2016年11月4日,226.5,9.92,32.14186056,-38.00%,90.24159678,5.00%,93.93074601,-75.00%,237.0814892,-48.00%
2016年11月7日,230.95,9.1,46.92897612,26.00%,104.0709743,41.00%,108.5343057,-64.00%,238.6421525,-47.00%
2016年11月8日,238,14.08,84.82187925,192.00%,128.8844253,105.00%,313.8321289,87.00%,292.7248975,-4.00%
2016年11月9日,245.95,17.92,123.8673516,363.00%,163.621051,194.00%,567.5022392,274.00%,414.1040802,92.00%
2016年11月10日,255.1,21.54,163.3015493,535.00%,205.5579041,302.00%,769.5250027,423.00%,588.6491444,230.00%
2016年11月11日,250.9,27.66,138.5296185,427.00%,227.2026543,358.00%,652.5210969,337.00%,666.185841,291.00%
2016年11月14日,252.1,28.1,94.97998105,236.00%,244.1073754,402.00%,454.0652077,191.00%,682.1967179,304.00%
2016年11月15日,250.5,29.39,46.95313408,26.00%,253.3658348,426.00%,634.4098101,324.00%,681.3587963,303.00%
2016年11月16日,246.75,33.04,42.78349214,8.00%,254.2455836,428.00%,763.5728883,419.00%,663.7387663,289.00%
2016年11月17日,249.1,32.99,29.06205774,-52.00%,252.9337274,425.00%,645.4916849,332.00%,647.8518794,277.00%
2016年11月18日,246.75,34.1,33.28880893,-33.00%,244.6087474,403.00%,375.6930579,133.00%,632.0675103,264.00%
2016年11月21日,251.5,32.17,30.62011104,-45.00%,236.4113274,382.00%,112.0136351,-62.00%,616.0122068,252.00%
2016年11月22日,254.45,28.23,46.85911651,26.00%,232.1766599,371.00%,111.573923,-62.00%,607.5449603,245.00%
2016年11月23日,260.75,24.12,76.95027485,158.00%,230.820113,368.00%,284.7441692,66.00%,604.6531939,243.00%
2016年11月25日,266.8,23.33,111.6656259,309.00%,233.6903052,375.00%,487.0096816,215.00%,624.9329011,259.00%
2016年11月28日,265.65,24.09,95.67812289,239.00%,232.3793126,372.00%,476.3543301,207.00%,631.184232,264.00%
2016年11月29日,259.5,28.27,70.83411043,131.00%,220.6649609,341.00%,350.6332089,114.00%,623.8208333,258.00%
2016年11月30日,262.15,25.92,44.61442816,16.00%,209.6283461,313.00%,361.5734251,122.00%,625.0027515,259.00%
2016年12月1日,263.15,25.9,41.05640023,1.00%,193.8910082,272.00%,439.9208574,180.00%,624.0252577,258.00%
2016年12月2日,261.5,25.33,32.07043498,-39.00%,173.3006816,219.00%,370.0056177,129.00%,623.4756156,258.00%
2016年12月5日,268.9,27.14,50.22318986,41.00%,155.2878276,173.00%,205.6930986,7.00%,612.9283903,249.00%
2016年12月6日,267.2,27.94,46.53316237,25.00%,135.9612689,123.00%,97.97197368,-72.00%,613.119684,249.00%
2016年12月7日,263.7,26.92,43.38825648,11.00%,121.0332673,85.00%,97.19655144,-73.00%,617.4417006,253.00%
2016年12月8日,262,23.66,46.23380581,23.00%,114.6265466,68.00%,98.45840989,-72.00%,586.8551053,229.00%
2016年12月9日,264.2,24.23,39.64179612,-6.00%,116.195221,72.00%,56.01451231,-103.00%,467.8370165,134.00%
